State,Year,HLp,Dr,NPr,LTFr,CLEARr,EIr,EI6r,PerTscr,PerTNscr,PerNPIS,PerReferOP,PerReDirDiag,PerOPS,PerNPOS,PerD,PerDHL,PerHL3,PerLTF,PerEI,PerEI6,NPIS,ReferOP,OPS,POS,NPOS,EI,EI6,Birth,Tscr,TNscr,NoInPaOut,NoInReOut,PaInPaOut,PaInReOut,PaInNoOut,ReInNoOut,ReInPaOut,ReInReOut,ReInStDia,Tdiag,TotPas,TotNotPas,HL,NHL,HL3,LTF,CLEAR,ToEnrEIPC,ToEnrEINPC,ToEnrEI6PC,ToEnrEI6NPC
South Carolina,2013,1.6655818049546272,6.6431826013707544,15.14339319217368,7.657847379101734,0.861507830148945,0.7657847379101734,0.4786154611938584,96.7780186389491,NA,0,NA,NA,NA,NA,43.8685208596713,25.072046109510087,66.66666666666666,50.56890012642224,45.97701149425287,28.735632183908045,0,0,0,0,0,40,25,53973,52234,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,346,51443,791,87,259,58,400,45,40,0,25,0
South Dakota,2013,2.288329519450801,3.5508561508719323,28.40684920697546,22.567663536652727,2.3672374339146214,0,0,98.04270462633453,NA,0,NA,NA,NA,NA,12.5,64.44444444444444,79.3103448275862,79.44444444444444,0,0,0,0,0,0,0,0,0,12926,12673,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,44,12313,360,29,15,23,286,30,0,0,0,0
Tennessee,2013,0.7921077266508245,27.435731259451284,45.49818775353448,15.662130049686757,2.41232807661842,0.564076714433163,0.36004896665946573,98.05818387233441,NA,0,NA,NA,NA,NA,60.30071221313638,2.8871391076115485,36.36363636363637,34.42363492482195,71.21212121212122,45.45454545454545,0,0,0,0,0,47,30,84972,83322,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2285,79531,3791,66,2219,24,1305,201,47,0,30,0
Texas,2013,0.6857651385271754,4.033450681184646,13.668189135072174,8.39669681066862,1.2406590674117601,0.11778408867833165,0.09422727094266532,98.84814505300034,NA,0.8716022562196544,100,NA,0,NA,29.50976637303715,17.00194678780013,53.05343511450382,61.432401378782075,17.17557251908397,13.740458015267176,3330,3330,0,0,0,45,36,386507,382055,NA,NA,NA,NA,NA,NA,3330,NA,NA,NA,1540,376833,5222,262,1278,139,3208,474,41,4,36,0
Utah,2013,2.35922632974575,5.927312431757916,9.59288722508189,2.9831539541413195,0.7019185774450163,1.6768054905630947,1.2283575105287785,98.8360440915748,NA,0.24177195445328342,100,NA,0,NA,61.78861788617886,39.80263157894737,76.03305785123968,31.097560975609756,71.07438016528926,52.066115702479344,124,124,0,0,0,86,63,51892,51288,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,303,50796,492,121,182,92,153,36,84,2,62,1
Vermont,2013,1.6131923283742606,3.58487184083169,5.377307761247535,0.5377307761247536,1.433948736332676,1.6131923283742606,1.2547051442910915,98.673505482844,NA,0.10754615522495072,100,NA,0,NA,66.66666666666666,45,44.44444444444444,10,100,77.77777777777779,6,6,0,0,0,9,7,5654,5579,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,19,5551,30,9,10,4,3,8,9,0,7,0
Virginia,2013,1.4120304998587971,6.233106063662404,12.355266873764474,4.387380481704119,1.744866260539799,0.5748981320853673,0.44378101424133615,99.2691083121408,NA,0,NA,NA,NA,NA,50.44897959183674,22.653721682847898,66.42857142857143,35.51020408163265,40.714285714285715,31.428571428571427,0,0,0,0,0,57,44,99878,99148,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,617,97923,1225,140,477,93,435,173,51,6,42,2
Washington,2013,1.8899240395914856,6.093793537913572,12.61160849496626,5.221520904255964,1.3084089504864131,0.7995832475194747,0.5209406006566274,95.51045439292781,NA,0.5039797438910629,100,NA,0,NA,48.318924111431315,31.01391650099404,53.84615384615385,41.402497598463015,42.30769230769231,27.564102564102566,416,416,0,0,0,66,43,86423,82543,NA,NA,NA,NA,NA,NA,416,NA,NA,NA,502,81502,1041,156,346,84,431,108,66,0,43,0
West Virginia,2013,0.2684275514038761,37.20405862457723,49.98121007140173,11.00552960755892,1.8253073495463576,0.16105653084232566,0,100,NA,0,NA,NA,NA,NA,74.43609022556392,0.7215007215007215,60,22.019334049409238,60,0,0,0,0,0,0,3,0,18627,18627,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,692,17696,931,5,687,3,205,34,3,0,0,0
Wisconsin,2013,1.686806109305036,7.00791265411274,8.86339937434828,1.165429675519843,0.7053916457093786,0.9354106606146108,0.5673802367662394,99.0988526707697,NA,0,NA,NA,NA,NA,79.06574394463668,24.070021881838073,51.81818181818182,13.148788927335639,55.45454545454545,33.63636363636363,0,0,0,0,0,61,37,65805,65212,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,456,64634,578,110,346,57,76,46,61,0,37,0
Wyoming,2013,1.4699397324709687,3.3808613846832283,3.821843304424519,0.29398794649419374,0.29398794649419374,1.0289578127296781,1.0289578127296781,97.9271628040881,NA,0.05879758929883875,100,NA,0,NA,88.46153846153845,43.47826086956522,70,7.6923076923076925,70,70,4,4,0,0,0,7,7,6947,6803,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,22,6777,26,10,12,7,2,2,7,0,7,0
US,2013,1.3784836207188769,8.328185260210462,16.200467149862927,4.514625826833973,3.357918831331782,0.9160110373286322,0.6298561263559184,97.18503797759931,NA,0.2130001568728024,100,NA,0,NA,51.4070685935802,16.55202877516249,60.94166984369043,27.867257067782592,66.4506290507053,45.6919557758292,8106,8106,0,0,0,3486,2397,3915861,3805631,NA,NA,NA,NA,NA,NA,8106,NA,NA,NA,31693,3743980,61653,5246,26447,3197,17181,12779,3430,56,2370,27
State average,2013,1.5927393096135176,10.615925013489948,18.873725562593815,6.58152949346889,2.388047805024738,0.9808542840955348,0.655770060014769,97.68551780506176,NA,0.4053675632897652,100,NA,0,NA,56.71284691324513,26.29283050252402,58.67374405976793,32.71134411353376,64.00440173082667,41.155064775553214,158.0392156862745,158.0392156862745,0,0,0,68.09803921568627,46.80392156862745,76657.92156862745,74497.7843137255,NA,NA,NA,NA,NA,NA,164.48979591836735,NA,NA,NA,646.1836734693877,73291.33333333333,1206.4901960784314,106.57142857142857,539.6122448979592,65.04081632653062,349.53061224489795,249.8235294117647,68.44,1.02,47.26,0.48
State median,2013,1.543460601137287,6.233106063662404,13.668189135072174,4.387380481704119,1.3676372605173643,0.9921828021647624,0.5759894676211635,98.59452392326452,NA,0,100,NA,0,NA,61.78861788617886,22.195121951219512,60,30.319148936170215,64.88095238095238,41.17647058823529,0,0,0,0,0,45,30,53455,52234,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,412,51101,734,70,290,49,205,65,40.5,0,30.5,0
State SD,2013,0.5785357866573837,9.65526650076499,13.228394299127611,6.687641696051957,4.625842413043767,0.48276377378339497,0.4028322147034309,2.678082735301797,NA,1.713903093535773,0,NA,0,NA,21.382315302751618,17.642846263754066,16.900456902565566,20.989763247322937,20.34203501981986,19.575940325758197,506.02023519951507,506.02023519951507,0,0,0,108.6948489859498,81.28419762975903,90978.5827174381,87750.4558062951,NA,NA,NA,NA,NA,NA,515.4050236807691,NA,NA,NA,703.3282979717873,86862.18332201111,1359.529556465015,136.05942329242274,653.208358040224,89.39285000856087,506.67112533841976,929.4002088633798,109.43400956274786,2.4866172415799035,81.89012299965094,1.3738074605910067
Alabama,2014,0.7537688442211055,1.4178033022254126,2.9612347451543433,1.3280689160086143,0.23330940416367552,0.35893754486719315,0.1974156496769562,96.39804851043216,3.6019514895678353,0,NA,NA,NA,NA,47.878787878787875,53.16455696202531,47.61904761904761,44.84848484848485,47.61904761904761,26.190476190476193,0,0,0,0,0,20,11,57802,55720,2082,NA,NA,NA,NA,NA,0,NA,NA,NA,78,55555,165,42,36,20,74,13,20,0,11,0
Alaska,2014,1.7495395948434622,6.537753222836096,11.602209944751381,3.406998158379374,1.7495395948434622,0.6445672191528544,0.27624309392265195,96.48187633262259,3.518123667377399,2.7255985267034992,100,NA,0,NA,56.34920634920635,26.76056338028169,52.63157894736842,29.365079365079367,36.84210526315789,15.789473684210526,296,296,0,0,0,7,3,11256,10860,396,NA,NA,NA,NA,NA,296,NA,NA,NA,70,10734,126,19,51,10,37,19,7,0,3,0
Arizona,2014,1.8986904789302892,5.569492071528848,10.091827575890083,3.50970058226508,1.0241421371199741,0.8515339117626751,0.6213896112862765,98.95242649905491,1.0475735009450935,0.27272099606453243,100,NA,0,NA,55.188141391106036,34.090909090909086,77.57575757575758,34.77765108323831,44.84848484848485,32.72727272727273,237,237,0,0,0,74,54,87822,86902,920,NA,NA,NA,NA,NA,237,NA,NA,NA,483,86025,877,165,318,128,305,89,74,0,54,0
Arkansas,2014,1.3420612965955465,2.601955575032182,14.735285256498042,10.654323354605461,1.5063953329133686,1.2872832844896058,0.7668921694831695,98.97530429125213,1.0246957087478652,1.1777272602777245,100,NA,0,NA,17.657992565055764,51.578947368421055,42.857142857142854,72.30483271375465,95.91836734693877,57.14285714285714,430,430,0,0,0,47,28,36889,36511,378,NA,NA,NA,NA,NA,430,NA,NA,NA,94,35973,538,49,45,21,389,55,5,42,4,24
California,2014,2.0540027249081376,4.11626274720284,5.786301143635688,0.509888113620412,1.1622146071590769,1.7670616407249908,1.3294248792370258,99.51947472979441,0.4805252702055843,0,NA,NA,NA,NA,71.13806635747414,49.89969909729188,67.1356783919598,8.81198715661791,86.03015075376884,64.72361809045226,0,0,0,0,0,856,644,486759,484420,2339,NA,NA,NA,NA,NA,0,NA,NA,NA,1993,481617,2803,995,998,668,247,563,856,0,644,0
Colorado,2014,2.1515952541956107,3.273498493883322,11.58787729759636,7.438372164504826,0.8913751767381817,0.8913751767381817,0.6915841888485892,97.9998795108139,2.0001204891860955,0,NA,NA,NA,NA,28.249336870026525,65.72769953051643,58.57142857142858,64.19098143236074,41.42857142857143,32.142857142857146,0,0,0,0,0,58,45,66396,65068,1328,NA,NA,NA,NA,NA,0,NA,NA,NA,212,64314,754,140,72,82,484,58,58,0,45,0
Connecticut,2014,1.955531743905706,10.179480310742031,12.001071524243235,1.339405304045004,0.5089740155371015,1.2054647736405038,0.9375837128315028,99.12110671516953,0.8788932848304611,0,NA,NA,NA,NA,84.82142857142857,19.210526315789473,69.86301369863014,11.160714285714286,61.64383561643836,47.94520547945205,0,0,0,0,0,45,35,37661,37330,331,NA,NA,NA,NA,NA,0,NA,NA,NA,379,36882,448,73,306,51,50,19,45,0,35,0
Delaware,2014,1.224632610216935,4.37368789363191,12.071378586424073,7.085374387683696,0.6997900629811056,0.9622113365990203,0.7872638208537439,99.5125348189415,0.48746518105849584,0,NA,NA,NA,NA,36.231884057971016,28.000000000000004,57.14285714285714,58.69565217391305,78.57142857142857,64.28571428571429,0,0,0,0,0,11,9,11488,11432,56,NA,NA,NA,NA,NA,0,NA,NA,NA,49,11294,138,14,35,8,81,8,11,0,9,0
District of Columbia,2014,2.008752421264079,2.8696463160915417,37.09017863548318,NA,34.292273477293925,0,0,96.13103448275862,2.7517241379310344,0,NA,NA,NA,NA,7.7369439071566735,70,0,NA,0,0,0,0,0,0,0,0,0,14500,13939,399,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,13422,517,28,11,0,NA,478,NA,NA,0,0
Florida,2014,1.0709163647342994,4.915836352657005,9.407080314009661,3.4486337560386473,1.0473278985507248,0.8161609299516909,0.48120471014492755,96.8792848132507,3.1207151867493006,0,NA,NA,NA,NA,52.2567703109328,21.78502879078695,44.052863436123346,36.65997993981946,76.2114537444934,44.93392070484582,0,0,0,0,0,173,102,218796,211968,6828,NA,NA,NA,NA,NA,0,NA,NA,NA,1041,209974,1994,227,814,100,731,222,173,0,102,0
Georgia,2014,1.5741553746727102,6.866165151838755,9.90373130196097,2.4522018399424126,0.593274638695745,1.21028026293932,0.6881985808870642,98.09196436885068,1.908035631149322,0,NA,NA,NA,NA,69.32907348242811,22.926267281105993,61.80904522613066,24.76038338658147,76.88442211055276,43.71859296482412,0,0,0,0,0,153,87,128876,126417,2459,NA,NA,NA,NA,NA,0,NA,NA,NA,867,125165,1252,199,668,123,310,75,120,33,75,12
Hawaii,2014,3.329876084939134,9.170806266717616,11.08139090561712,1.4738795785796168,0.4912931928598722,2.5110540968393473,1.3647033134996451,98.65898319689789,1.341016803102111,0.09825863857197445,100,NA,0,NA,82.75862068965517,36.30952380952381,77.04918032786885,13.30049261083744,75.40983606557377,40.98360655737705,18,18,0,0,0,46,25,18568,18319,249,NA,NA,NA,NA,NA,18,NA,NA,NA,167,18116,203,61,106,47,27,9,46,0,25,0
Idaho,2014,1.905539676058255,14.92672746245633,23.093326074134566,7.213828773649109,0.9981398303162289,1.3610997686130393,1.179619799464634,99.01617250673854,0.9838274932614556,0.6351798920194184,100,NA,0,NA,64.63654223968565,12.76595744680851,83.33333333333334,31.237721021611005,71.42857142857143,61.904761904761905,140,140,0,0,0,30,26,22260,22041,219,NA,NA,NA,NA,NA,140,NA,NA,NA,328,21532,509,42,286,35,159,22,30,0,26,0
Illinois,2014,1.6537412561765237,2.880710575275234,10.135833505598049,6.641638270773457,0.6201529710661963,1.1736228269639846,0.7801924474703761,99.15171310315645,0.8482868968435529,0.5314644278922134,100,NA,0,NA,28.421052631578945,57.407407407407405,50.403225806451616,65.52631578947368,70.96774193548387,47.17741935483871,797,797,0,0,0,176,117,151246,149963,1283,NA,NA,NA,NA,NA,797,NA,NA,NA,431,148443,1520,248,183,125,996,93,176,0,117,0
Indiana,2014,2.0002909514111145,21.72437202987101,27.725244884104356,3.879352148191252,2.133643681505189,1.0910677916787896,0.5334109203762972,97.15100050643646,2.848999493563546,0,NA,NA,NA,NA,78.35592479230434,9.207589285714286,58.18181818181818,13.9921294271972,54.54545454545454,26.666666666666668,0,0,0,0,0,90,44,84907,82488,2419,NA,NA,NA,NA,NA,0,NA,NA,NA,1791,80201,2287,165,1626,96,320,176,90,0,44,0
Iowa,2014,1.7210819697397828,8.297156361581342,14.873230753422899,4.777929050322382,1.823833132112307,1.1816383672840298,0.8476970895733258,98.64183453693146,1.3581654630685418,0,NA,NA,NA,NA,55.78583765112263,20.743034055727556,77.61194029850746,32.12435233160622,68.65671641791045,49.25373134328358,0,0,0,0,0,46,33,39465,38929,536,NA,NA,NA,NA,NA,0,NA,NA,NA,322,38350,579,67,255,52,186,71,46,0,33,0
Kansas,2014,1.7672751142417127,12.749627609886643,15.29955313186397,0.47968895957989344,2.0954833497437453,1.3633265167007498,1.1361054305839582,98.64272550679883,1.3572744932011755,1.0426923174026106,100,NA,0,NA,83.33333333333334,13.861386138613863,67.14285714285714,3.1353135313531353,77.14285714285715,64.28571428571429,413,413,0,0,0,54,45,40154,39609,545,NA,NA,NA,NA,NA,413,NA,NA,NA,504,39003,606,70,434,47,19,83,54,0,45,0
Kentucky,2014,1.5697120325902119,31.43161474781829,36.794797525834845,4.092463513538767,1.2894063124848167,1.0464746883934746,0.6914207762599742,99.42588532570325,0.574114674296756,0,NA,NA,NA,NA,85.42407313357035,4.9940546967895365,53.57142857142857,11.12239715591671,66.66666666666666,44.047619047619044,0,0,0,0,0,56,37,53822,53513,309,NA,NA,NA,NA,NA,0,NA,NA,NA,1681,51544,1969,84,1597,45,219,69,52,4,34,3
Louisiana,2014,0.9290702889728968,38.34817710001922,56.35291856218363,16.595117575446917,1.425642339975652,0.5766643172935222,0.32036906516306785,97.96622936413281,2.033770635867177,0,NA,NA,NA,NA,68.05002842524162,2.4227234753550544,55.172413793103445,29.448550312677657,62.06896551724138,34.48275862068966,0,0,0,0,0,36,20,63724,62428,1296,NA,NA,NA,NA,NA,0,NA,NA,NA,2393,58910,3518,58,2335,32,1036,89,34,2,18,2
Maine,2014,2.036825810656673,13.443050350334039,17.92406713377872,3.1774482646244095,1.3850415512465375,1.0591494215414698,0.5703112269838684,97.95690343176376,2.043096568236233,0,NA,NA,NA,NA,75,15.151515151515152,60,17.727272727272727,52,28.000000000000004,0,0,0,0,0,13,7,12530,12274,256,NA,NA,NA,NA,NA,0,NA,NA,NA,164,12054,220,25,139,15,39,17,13,0,7,0
Maryland,2014,1.2090350477924443,7.680928538916705,12.147246244879382,2.403846153846154,2.076695493855257,0.9103322712790168,0.5831816112881202,99.07413931596228,0.9258606840377109,0.26883249886208466,100,NA,0,NA,63.23185011709602,15.74074074074074,57.647058823529406,19.789227166276348,75.29411764705883,48.23529411764706,189,189,0,0,0,64,41,70961,70304,657,NA,NA,NA,NA,NA,189,NA,NA,NA,539,69450,854,85,454,49,169,146,64,0,41,0
Massachusetts,2014,2.462677222322708,15.763916908992249,18.268334423218732,0.8487192687100859,1.6696116761509885,2.087014595188736,1.4748236472667065,99.16389574911354,0.8361042508864637,0,NA,NA,NA,NA,86.29093678598629,15.62224183583407,70.05649717514125,4.645849200304646,84.7457627118644,59.887005649717516,0,0,0,0,0,150,106,72479,71873,606,NA,NA,NA,NA,NA,0,NA,NA,NA,1132,70560,1313,177,955,124,61,120,149,1,106,0
Michigan,2014,1.5477798752829395,4.804380306514096,9.868215042988917,4.374938491406691,0.6978429495495334,0.7067896540309376,0.3489214747747667,99.09041746823996,0.9095825317600333,0,NA,NA,NA,NA,48.685403445149596,32.21601489757914,58.95953757225434,44.3336355394379,45.664739884393065,22.54335260115607,0,0,0,0,0,79,39,112799,111773,1026,NA,NA,NA,NA,NA,0,NA,NA,NA,536,110670,1103,173,363,102,489,78,79,0,39,0
Minnesota,2014,2.2903453136011276,6.0194972985670665,8.588794926004228,1.6003053793751467,0.9836739487902278,1.614987080103359,1.1304909560723513,98.42490101442155,1.5750989855784516,0,NA,NA,NA,NA,70.08547008547008,38.048780487804876,68.58974358974359,18.632478632478634,70.51282051282051,49.358974358974365,0,0,0,0,0,110,77,69202,68112,1090,NA,NA,NA,NA,NA,0,NA,NA,NA,409,67527,585,156,253,107,109,67,109,1,76,1
Mississippi,2014,1.6568679850347408,14.430785676109034,17.450561197220736,1.2560128273650453,1.7904863709246392,1.0689470871191875,0.694815606627472,98.59043604268213,1.4095639573178764,0,NA,NA,NA,NA,82.69525267993875,11.481481481481481,69.35483870967742,7.197549770290965,64.51612903225806,41.935483870967744,0,0,0,0,0,40,26,37955,37420,535,NA,NA,NA,NA,NA,0,NA,NA,NA,539,36767,653,62,477,43,47,67,40,0,26,0
Missouri,2014,1.663583491928293,9.888340276021774,17.194798972570837,5.60294920081449,1.7168181636699984,1.23770611799465,0.7719027402547279,97.96607517699057,2.0339248230094262,0,NA,NA,NA,NA,57.50773993808049,16.823687752355315,50.4,32.585139318885446,74.4,46.400000000000006,0,0,0,0,0,93,58,76699,75139,1560,NA,NA,NA,NA,NA,0,NA,NA,NA,742,73847,1292,125,617,63,421,129,93,0,58,0
Montana,2014,2.247752247752248,6.743256743256743,22.977022977022976,12.987012987012989,3.33000333000333,1.4152514152514153,0.9157509157509157,96.83972911963883,3.160270880361174,0.8991008991008992,100,NA,0,NA,29.347826086956523,33.33333333333333,44.44444444444444,56.52173913043478,62.96296296296296,40.74074074074074,108,108,0,0,0,17,11,12404,12012,392,NA,NA,NA,NA,NA,108,NA,NA,NA,80,11736,276,27,53,12,156,40,11,6,7,4
Nebraska,2014,2.670920354638869,3.8579960678117002,5.341840709277738,0.48224950847646253,1.038691249026227,1.4838446414660384,1.2241718292094816,99.40629839958699,0.5937016004130098,0,NA,NA,NA,NA,72.22222222222221,69.23076923076923,66.66666666666666,9.027777777777777,55.55555555555556,45.83333333333333,0,0,0,0,0,40,33,27118,26957,161,NA,NA,NA,NA,NA,0,NA,NA,NA,103,26813,144,72,31,48,13,28,40,0,33,0
Nevada,2014,1.707439135682534,7.183019812181695,13.836144720186052,5.505019282286791,1.1775442315051958,1.471930289381495,1.089228414142306,95.671154171126,4.328845828873993,0,NA,NA,NA,NA,51.91489361702127,23.770491803278688,43.103448275862064,39.787234042553195,86.20689655172413,63.793103448275865,0,0,0,0,0,50,37,35506,33969,1537,NA,NA,NA,NA,NA,0,NA,NA,NA,243,33499,470,58,185,25,187,40,50,0,37,0
New Hampshire,2014,1.5759787657597877,18.82879893828799,30.026542800265428,7.962840079628402,3.3178500331785004,1.4100862641008625,0.9953550099535502,97.73814349412243,2.261856505877584,0,NA,NA,NA,NA,62.70718232044199,8.370044052863436,47.368421052631575,26.519337016574585,89.47368421052632,63.1578947368421,0,0,0,0,0,17,12,12335,12056,279,NA,NA,NA,NA,NA,0,NA,NA,NA,226,11694,362,19,207,9,96,40,17,0,12,0
New Jersey,2014,1.224514176489328,4.639216310927047,8.42226823829245,3.1757725390251674,0.617234788149092,0.9258521822236381,0.5176807900605288,99.36393942091779,0.6360605790822131,0.2528671551449506,100,NA,0,NA,55.082742316784874,26.394849785407725,63.41463414634146,37.70685579196218,75.60975609756098,42.27642276422765,254,254,0,0,0,93,52,101091,100448,643,NA,NA,NA,NA,NA,254,NA,NA,NA,465,99602,846,123,342,78,319,62,93,0,52,0
New Mexico,2014,1.7146625632007033,4.5284677951198065,8.485381402506047,3.033633765662783,0.9672455484721917,1.1431083754671356,0.6594856012310398,91.23179976735791,8.768200232642092,0,NA,NA,NA,NA,53.36787564766839,37.86407766990291,41.02564102564102,35.751295336787564,66.66666666666666,38.46153846153847,0,0,0,0,0,26,15,24931,22745,2186,NA,NA,NA,NA,NA,0,NA,NA,NA,102,22552,193,39,63,16,69,22,25,1,15,0
New York,2014,0.6568934491069488,1.9568023167059108,21.54795553478991,19.572649177264086,0.02313005102489256,0.4903570817277223,0.29143864291364624,90.40529293926252,9.59470706073748,0,NA,NA,NA,NA,9.081150708458566,33.56973995271868,61.97183098591549,90.8329755259768,74.64788732394366,44.36619718309859,0,0,0,0,0,106,63,239111,216169,22942,NA,NA,NA,NA,NA,0,NA,NA,NA,422,211511,4658,142,280,88,4231,5,106,0,63,0
North Carolina,2014,1.8496900741520197,3.5925091662419226,6.404038078952993,2.0963154173722893,0.72343434011279,1.3811019220335081,0.7892010983048617,99.15793764010597,0.842062359894029,0.20305486591802174,100,NA,0,NA,56.09756097560976,51.48741418764302,53.333333333333336,32.73427471116817,74.66666666666667,42.66666666666667,247,247,0,0,0,168,96,122675,121642,1033,NA,NA,NA,NA,NA,247,NA,NA,NA,436,120863,779,225,211,120,255,88,168,0,96,0
North Dakota,2014,1.8922967752109123,8.121106993613498,28.542143026097925,15.059528502720177,5.4403532287313725,1.1038397855396986,0.709611290704092,98.8696601184908,1.1303398815091987,0,NA,NA,NA,NA,28.45303867403315,23.300970873786408,66.66666666666666,52.762430939226526,58.333333333333336,37.5,0,0,0,0,0,14,9,12828,12683,145,NA,NA,NA,NA,NA,0,NA,NA,NA,102,12321,362,24,78,16,191,69,14,0,9,0
Ohio,2014,1.4931709387946304,20.87511528157983,29.45352871426271,7.480493624745649,1.1052392733234766,0.9368915694397681,0.6075156270585997,97.19765795633212,2.8023420436678737,0,NA,NA,NA,NA,70.87475149105367,7.152875175315568,58.333333333333336,25.39761431411531,62.745098039215684,40.68627450980392,0,0,0,0,0,128,83,140561,136622,3939,NA,NA,NA,NA,NA,0,NA,NA,NA,2851,132598,4024,204,2647,119,1022,151,128,0,83,0
Oklahoma,2014,1.5071442552358583,40.732041495400274,57.76081424936387,15.560775102759836,1.487570953219808,0.8416519866901546,0.3327461342728518,99.04233870967742,0.9576612903225806,0,NA,NA,NA,NA,70.51846831582515,3.700144161460836,100,26.940020332090818,55.84415584415584,22.07792207792208,0,0,0,0,0,43,17,51584,51090,494,NA,NA,NA,NA,NA,0,NA,NA,NA,2080,48139,2951,77,2003,77,795,76,37,6,17,0
Oregon,2014,2.3249055507120024,21.013569400666174,28.055350635995797,4.9180694341984665,2.1460666621956945,1.8330986072921556,1.3636465249368475,97.3048812320543,2.695118767945706,0,NA,NA,NA,NA,74.9003984063745,11.063829787234042,67.3076923076923,17.52988047808765,78.84615384615384,58.65384615384615,0,0,0,0,0,82,61,45972,44733,1239,NA,NA,NA,NA,NA,0,NA,NA,NA,939,43478,1255,104,835,70,220,96,80,2,60,1
Pennsylvania,2014,1.4568552322955668,16.098250316866014,21.3939190862604,1.493276613102956,3.809676432452907,1.1217785288675863,1.005230110283941,97.08357495438666,2.9164250456133405,0,NA,NA,NA,NA,75.24685052774942,9.049773755656108,63,6.979911474293497,77,69,0,0,0,0,0,154,138,141406,137282,4124,NA,NA,NA,NA,NA,0,NA,NA,NA,2209,134345,2937,200,2009,126,205,523,154,0,138,0
Rhode Island,2014,2.565917536719165,7.786232525216776,10.88302955229163,2.4774376216598832,0.7078393204742524,1.7695983011856309,0.973279065652097,99.51571717883245,0.48428282116756183,0,NA,NA,NA,NA,71.54471544715447,32.95454545454545,86.20689655172413,22.76422764227642,68.96551724137932,37.93103448275862,0,0,0,0,0,20,11,11357,11302,55,NA,NA,NA,NA,NA,0,NA,NA,NA,87,11179,123,29,58,25,28,8,20,0,11,0
South Carolina,2014,1.4379505420695136,5.827483775755397,15.495809130985942,9.346678523451837,0.3405672336480427,0.6432936635574139,0.5865324579494069,96.9548548052758,3.0451451947241943,0,NA,NA,NA,NA,37.60683760683761,24.675324675324674,93.42105263157895,60.317460317460316,44.73684210526316,40.78947368421053,0,0,0,0,0,34,31,54513,52853,1660,NA,NA,NA,NA,NA,0,NA,NA,NA,307,52034,819,76,231,71,494,18,34,0,31,0
South Dakota,2014,2.582765907490021,4.461141112937309,18.079361352430148,11.818110667605854,1.8783752054472882,0.07826563356030368,0.07826563356030368,98.60317950300971,1.3968204969902762,0,NA,NA,NA,NA,24.675324675324674,57.89473684210527,84.84848484848484,65.36796536796537,3.0303030303030303,3.0303030303030303,0,0,0,0,0,1,1,12958,12777,181,NA,NA,NA,NA,NA,0,NA,NA,NA,56,12546,231,33,23,28,151,24,1,0,1,0
Tennessee,2014,1.0162121283735879,28.32395897338942,46.225835420900886,15.089568464338045,2.824124403270785,0.6853523656473035,0.35449260292101903,97.06826940723069,2.9317305927693154,0,NA,NA,NA,NA,61.27300613496932,3.5878181059657908,81.3953488372093,32.64314928425358,67.44186046511628,34.883720930232556,0,0,0,0,0,58,30,87184,84628,2556,NA,NA,NA,NA,NA,0,NA,NA,NA,2396,80716,3912,86,2310,70,1277,239,57,1,30,0
Texas,2014,1.170261646134202,5.148135831583864,15.124552901665021,8.280680021019016,1.6982755775787008,0.18023552467576645,0.14215759692736507,98.72857780161503,1.2714221983849705,0.9986571184147397,100,NA,0,NA,34.03826787512588,22.731755424063117,52.49457700650759,54.749916079221215,15.40130151843818,12.147505422993492,3934,3934,0,0,0,71,56,399002,393929,5073,NA,NA,NA,NA,NA,3934,NA,NA,NA,2027,387971,5958,461,1566,242,3262,669,71,0,56,0
Utah,2014,2.015269542301283,7.11157617331318,9.766306243460063,1.3564314227027865,1.3176762391969925,1.4339417897143745,1.1045227299151261,98.91891891891892,1.0810810810810811,0.14533193814672712,100,NA,0,NA,72.81746031746032,28.337874659400548,80.76923076923077,13.88888888888889,71.15384615384616,54.807692307692314,75,75,0,0,0,74,57,52170,51606,564,NA,NA,NA,NA,NA,75,NA,NA,NA,366,51102,504,104,262,84,70,68,74,0,57,0
Vermont,2014,1.2096077414895454,4.492828754104027,4.492828754104027,0,0.17280110592707795,1.2096077414895454,1.0368066355624677,98.99076291481354,1.0092370851864523,0,NA,NA,NA,NA,100,26.923076923076923,71.42857142857143,0,100,85.71428571428571,0,0,0,0,0,7,6,5846,5787,59,NA,NA,NA,NA,NA,0,NA,NA,NA,25,5761,26,7,18,5,0,1,7,0,6,0
