State,Year,Unknw,ParFamContUnr,UnatoCont,NoInPaOut,NoInReOut,PaInNoOut,PaInPaOut,PaInReOut,ReInNoOut,ReInPaOut,ReInReOut,ReInStDia,Tdiag,ToEnrEINPC,ToEnrEI6NPC,ToEnrEIPC,ToEnrEI6PC,HL3,TotNoPas,TNscr,Birth,TotPas,Tscr,HL,NHL,PerD,PerDHL,PerEI,PerEI6,PerHL3,HLp,LTF,PerLTF,NPIS,PerNPIS,PerNPOS,PerTNscr,PerOPS,Dr,EIr,LTFr,NPr,CLEARr,PerReDirDiag,ReferOP,PerReferOP,EI,EI6,NPOS,OPS,POS,PerTscr
Wyoming,2017,0,0,0,0,0,6005,0,0,0,133,17,3,17,2,2,10,8,11,20,112,6270,6138,6158,12,5,85,70.58823529411765,100,83.33333333333334,91.66666666666666,1.948684637869438,0,0,153,2.4845729132835337,11.333333333333332,1.7862838915470494,100,2.7606365703150373,1.948684637869438,0,3.247807729782397,0.4871711594673595,1.9607843137254901,150,98.0392156862745,12,10,17,150,133,98.21371610845296
National Average,2018,142.77777777777777,108.08510638297872,81.84782608695652,576.6571428571428,36.65714285714286,71960.25714285714,231.65625,11.333333333333334,534.2285714285714,2457.3714285714286,269.1142857142857,269.3235294117647,764.36,2.26,1.9310344827586208,82.92,59.816326530612244,82.22,1187.48,1245.22,74305.24,71872.54,73060.02,127.88,636.48,64.36824199144407,16.73033649065885,66.60932123866125,48.2853933479597,64.29465123553332,1.7503417053540362,332.710710247713,28.018215906601622,3530.0378151260506,4.831695659440075,8.850778270091315,1.6758172101994422,92.48227051697138,10.462083092777691,1.1658907292935314,4.553936752928797,16.25348583260722,1.2374659869007274,7.629480008903182,3874.0285714285715,109.74467624195232,85.18,61.74736101337086,317.10476190476186,3582.789583333333,3265.6848214285715,98.32418278980055
Alabama,2018,179,0,5,147,9,22077,4198,97,184,26985,1560,105,1713,1,0,100,55,80,1955,3007,58369,53407,55362,105,1608,87.62148337595907,6.129597197898424,96.19047619047619,52.38095238095239,76.19047619047619,1.8966077815107836,184,9.411764705882353,28834,52.08265597341136,5.0490968602254815,5.151707241857836,114.23230050199065,30.9418012355045,1.824356056500849,3.323579350456992,35.31303059860554,1.0476500126440518,0.3641534299784976,28885,100.17687452313243,101,55,1666,32996,31330,94.84829275814216
Alaska,2018,3,32,NA,47,3,9317,0,0,7,164,47,67,69,1,1,7,4,10,124,324,9976,9528,9652,17,52,55.64516129032258,24.637681159420293,47.05882352941176,29.411764705882355,58.82352941176471,1.761292996270203,NA,NA,285,2.952755905511811,19.157088122605366,3.247794707297514,97.38805970149254,7.148777455449648,0.8288437629506837,NA,12.8470783257356,NA,23.50877192982456,268,94.03508771929825,8,5,50,261,211,96.75220529270248
Arizona,2018,9,94,34,177,21,77425,13,0,138,2802,330,224,463,0,0,88,67,131,713,794,81924,80417,81130,183,280,64.93688639551192,39.524838012958966,48.08743169398907,36.6120218579235,71.58469945355192,2.255639097744361,137,19.214586255259466,3494,4.306668310119561,10.499551301226443,0.9691909574727797,96.39561707035756,5.706890176260323,1.0846789103907308,1.6886478491310244,8.788364353506717,1.3928263281153703,6.410990269032628,3468,99.25586720091586,88,67,351,3343,2992,99.03080904252722
Arkansas,2018,25,24,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,36,18,10,2,37,713,406,35498,34379,35092,76,75,21.1781206171108,50.331125827814574,60.526315789473685,26.31578947368421,48.68421052631579,2.1657357802348116,394,55.259467040673215,NA,NA,NA,1.1437264071215278,NA,4.3029750370454805,1.3108400775105438,11.227630229112048,20.318021201413426,4.787415935255899,NA,NA,NA,46,20,NA,NA,NA,98.85627359287848
California,2018,17,68,135,74,5,433397,NA,NA,684,10070,1742,430,2100,0,NA,796,648,647,2861,1986,448388,443541,446402,962,1138,73.40090877315623,45.80952380952381,82.74428274428274,NA,67.25571725571726,2.155008266091998,220,7.6896190143306535,12926,2.895596345894508,NA,0.4429199710964611,NA,4.704279998745525,1.7831461328578275,0.4928293332019122,6.409021464957594,1.2119121330101568,3.3266285006962706,12575,97.284542781989785,796,NA,NA,NA,NA,99.55708002890354
Colorado,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut,2018,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,418,0,0,60,41,60,449,286,36175,35440,35889,86,332,93.0957683741648,20.574162679425836,69.76744186046511,47.674418604651166,69.76744186046511,2.3962774109058484,NA,NA,0,0,NA,0.7906012439530062,NA,11.647022764635404,1.6718214494691968,NA,12.510797180194489,NA,NA,0,NA,60,41,0,0,0,99.209398756047
Delaware,2018,34,16,12,68,2,9529,1,0,45,138,9,27,16,0,NA,10,7,5,83,872,10691,9736,9819,14,2,19.27710843373494,87.5,71.42857142857143,NA,35.714285714285715,1.4258071086668702,62,74.69879518072288,219,2.2303696914146043,5.045871559633028,8.156393227948742,83.20610687022901,1.6294938384764233,1.0184336490477646,6.31428862409614,8.452999287096445,0.5092168245238823,12.32876712328767,262,119.63470319634703,10,NA,11,218,207,91.84360677205126
District of Columbia,2018,347,0,3,40,2,12418,3,0,331,280,19,41,38,0,NA,0,NA,13,393,397,13531,12741,13134,16,22,9.669211195928753,42.10526315789473,0,NA,81.25,1.2182122734886554,350,89.05852417302799,671,5.108877721943048,6.104651162790697,2.9340033996009165,51.19047619047619,2.8932541495355566,0,26.648393482564337,29.922338967565096,0.38069133546520484,6.110283159463488,672,100.14903129657229,0,NA,21,344,323,97.06599660039909
Florida,2018,120,20,935,NA,NA,NA,NA,NA,NA,NA,NA,NA,7199,0,NA,169,94,131,8563,9812,221508,203133,211696,259,6940,84.07100315310055,3.597721905820253,65.25096525096525,NA,50.57915057915058,1.2234524979215478,1075,12.554011444587177,NA,NA,NA,4.429636852845044,NA,34.00631093643715,0.7983145642808556,5.078036429597159,40.449512508502764,1.3651651424684452,NA,NA,NA,169,NA,NA,NA,NA,95.57036314715496
Georgia,2018,1002,221,98,1083,61,116590,272,27,1598,3808,427,94,711,3,1,105,67,151,2207,3099,127059,121753,123960,206,505,32.21567739012234,28.973277074542896,52.42718446601942,33.00970873786408,73.30097087378641,1.6618263956114876,1321,59.85500679655641,5927,4.781381090674411,9.070095103909827,2.4390243902439024,81.38168267163537,5.735721200387221,0.8712487899322362,10.656663439819296,17.804130364633753,1.4117457244272347,1.5859625442888479,6977,117.71553905854563,108,68,515,5678,5163,97.5609756097561
Hawaii,2018,7,17,8,241,7,15882,45,2,31,394,89,62,140,0,NA,51,29,63,191,156,16909,16562,16753,76,64,73.29842931937172,54.285714285714285,67.10526315789474,NA,82.89473684210526,4.5365009252074255,32,16.75392670157068,576,3.4381901748940487,12.596401028277635,0.9225856052989532,102.0997375328084,8.356712230645257,3.044230884020773,1.910105652718916,11.400943114666031,1.1341252313018564,10.76388888888889,762,132.29166666666669,51,NA,98,778,680,99.07741439470105
Idaho,2018,1,112,33,211,117,19397,45,0,102,113,26,498,581,0,0,21,15,25,743,876,21385,19766,20509,36,545,78.19650067294751,6.196213425129088,58.333333333333336,41.66666666666667,69.44444444444444,1.7553269296406455,146,19.650067294751008,739,3.6032961139012145,27.9296875,4.096329202712182,89.98242530755711,28.329026281144863,1.0239407089570434,7.1188258813203955,36.22799746452777,0.7801453020625091,67.38836265223274,569,76.99594046008119,21,15,143,512,369,95.90367079728782
Illinois,2018,NA,84,37,399,148,133718,416,12,373,3017,379,765,1162,0,NA,184,152,175,1678,1302,140530,137550,139228,295,867,69.24910607866508,25.38726333907057,62.37288135593221,NA,59.32203389830508,2.1188266727957017,NA,NA,4534,3.25652885913753,12.331274307938687,0.9264925638653668,101.274328081557,8.346022351825782,1.321573246760709,NA,12.052173413393856,NA,16.872518747243053,4316,95.19188354653727,184,NA,539,4371,3832,99.07350743613463
Indiana,2018,38,256,40,0,0,74648,0,0,3161,0,0,0,2495,1,1,119,79,113,3161,1622,79431,74648,77809,193,2302,78.93071812717494,7.735470941883768,62.17616580310881,41.45077720207254,58.549222797927456,2.48043285481114,334,10.566276494780134,3161,4.062512048734722,NA,2.042023894952852,0,32.065699340693236,1.5422380444421595,4.292562557030678,40.62512048734722,4.266858589623308,0,3161,100,120,80,0,0,0,97.95797610504715
Iowa,2018,0,47,24,145,6,35018,0,0,284,1363,177,69,387,1,NA,54,36,56,536,578,37640,36526,37062,86,301,72.20149253731343,22.22222222222222,63.95348837209303,NA,65.11627906976744,2.320436026118396,71,13.246268656716417,1893,5.107657438886191,10.82199881726789,1.5356004250797024,85.62025316455696,10.441962117532784,1.483999784145486,1.9157088122605364,14.46225244185419,2.104581512060871,3.6450079239302693,1975,104.33174854727945,55,NA,183,1691,1508,98.46439957492031
Kansas,2018,10,20,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,449,0,NA,53,43,33,560,659,38047,36828,37388,66,383,80.17857142857143,14.699331848552339,80.3030303030303,NA,50,1.765272279875896,35,6.25,NA,NA,NA,1.7320682313980078,NA,12.009200813095111,1.4175671338397346,0.9361292393281267,14.978067829250028,2.032737776826789,NA,NA,NA,53,NA,NA,NA,NA,98.267931768602
Kentucky,2018,127,69,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,609,0,NA,24,13,40,916,937,51643,49790,50706,50,559,66.48471615720524,8.210180623973727,48,NA,80,0.9860765984301662,203,22.161572052401745,NA,NA,NA,1.814379489959917,NA,12.010412968879423,0.4733167672464797,4.003470989626474,18.064923283240642,2.051039324734745,NA,NA,NA,24,NA,NA,NA,NA,98.18562051004008
Louisiana,2018,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,742,11,6,33,29,37,1129,677,59449,57643,58772,64,678,65.72187776793623,8.62533692722372,68.75,54.6875,57.8125,1.0889539236371062,NA,NA,NA,NA,NA,1.13879123282141,NA,12.6250595521677,0.7486558225005105,NA,19.209827809160824,NA,NA,NA,NA,44,35,NA,NA,NA,98.86120876717858
Maine,2018,NA,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,0,NA,14,12,20,199,266,12001,11536,11735,23,114,68.84422110552764,16.78832116788321,60.86956521739131,NA,86.95652173913044,1.95994887089902,NA,NA,NA,NA,NA,2.2164819598366803,NA,11.674478057094163,1.1930123561994035,NA,16.95781849169152,NA,NA,NA,NA,14,NA,NA,NA,NA,97.78351804016332
Maryland,2018,0,115,33,339,7,65376,0,0,109,937,83,747,701,0,0,48,38,51,946,598,68196,66652,67598,66,635,74.1014799154334,9.4151212553495,72.72727272727273,57.57575757575758,77.27272727272727,0.976360247344596,148,15.644820295983086,1876,2.7752300363916094,6.588579795021962,0.8768842747375213,92.61016949152543,10.37012929376609,0.7100801798869789,2.189413887984852,13.994496878605876,1.4349536968549366,39.81876332622601,1475,78.62473347547974,48,38,90,1366,1276,99.12311572526248
Massachusetts,2018,41,13,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1187,0,NA,159,123,139,1382,593,69814,67839,69221,184,1003,85.89001447178003,15.501263689974726,86.41304347826086,NA,75.54347826086956,2.658152872683145,63,4.558610709117222,NA,NA,NA,0.8493998338442147,NA,17.14797532540703,2.2969907975903268,0.910128429233903,19.965039511131017,1.9069357564900824,NA,NA,NA,159,NA,NA,NA,NA,99.15060016615578
Michigan,2018,54,229,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,503,0,NA,93,59,87,1204,850,107999,105945,107149,154,349,41.777408637873755,30.61630218687873,60.3896103896104,NA,56.493506493506494,1.4372509309466257,593,49.25249169435216,NA,NA,NA,0.7870443244844859,NA,4.694397521208784,0.8679502375197156,5.534349363969799,11.236689096491801,1.007942211313218,NA,NA,NA,93,NA,NA,NA,NA,99.21295567551552
Minnesota,2018,1,148,17,186,6,62682,NA,NA,249,2078,273,281,500,0,NA,98,57,121,809,849,66604,64946,65755,153,347,61.804697156983934,30.599999999999998,64.05228758169935,NA,79.08496732026144,2.3268192532887233,166,20.519159456118665,2881,4.381415861911641,NA,1.274698216323344,NA,7.603984487871644,1.4903809596228426,2.524522849973386,12.30324690137632,2.1747395635312903,9.753557792433183,2792,96.91079486289483,98,NA,NA,NA,NA,98.72530178367666
Mississippi,2018,NA,415,203,19,1,34568,92,0,0,155,89,911,363,2,1,42,18,21,1001,1174,37009,34834,35835,67,296,36.26373626373626,18.457300275482094,65.67164179104478,28.35820895522388,31.343283582089555,1.8696804799776756,NA,NA,1155,3.2231059020510675,25.280898876404496,3.1722013564268154,134.84848484848484,10.12976140644621,1.2278498674480258,NA,27.933584484442584,NA,78.87445887445888,264,22.857142857142858,44,19,90,356,266,96.82779864357317
Missouri,2018,NA,261,2,3,0,70200,0,10,322,1357,98,660,737,0,0,72,61,71,1090,1395,74045,71560,72650,95,642,67.61467889908258,12.890094979647218,75.78947368421053,64.21052631578948,74.73684210526315,1.307639366827254,NA,NA,2437,3.3544390915347555,7.3569482288828345,1.883989465865352,82.47191011235955,10.144528561596696,0.9910529938059187,NA,15.003441156228494,NA,27.082478457119407,1780,73.04062371768568,72,61,108,1468,1360,98.11601053413465
Montana,2018,16,130,0,125,2,10308,25,2,122,617,56,14,40,0,0,8,7,8,198,237,11510,11075,11273,12,28,20.2020202020202,30,66.66666666666666,58.333333333333336,66.66666666666666,1.0644903752328574,146,73.73737373737373,809,7.176439279694846,7.255139056831923,2.059079061685491,89.69631236442517,3.548301250776191,0.7096602501552381,12.951299565333098,17.564091191342143,1.0644903752328574,1.73053152039555,922,113.96786155747837,8,7,60,827,767,97.94092093831452
Nebraska,2018,0,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,0,NA,38,32,38,182,173,25919,25564,25746,59,76,74.17582417582418,43.7037037037037,64.40677966101694,NA,64.40677966101694,2.291618115435407,16,8.791208791208792,NA,NA,NA,0.6674640225317335,NA,5.243532975996271,1.475957430280432,0.6214557601180766,7.0690592713431215,1.2040705352287735,NA,NA,NA,38,NA,NA,NA,NA,99.33253597746827
Nevada,2018,61,37,134,19,1,32773,188,4,211,1093,179,102,242,0,0,42,38,40,497,809,35379,34073,34570,57,185,48.692152917505034,23.553719008264462,73.68421052631578,66.66666666666666,70.17543859649122,1.648828463986115,232,46.68008048289739,1585,4.584900202487706,12.398921832884097,2.28666723197377,98.7358616101131,7.000289268151576,1.214926236621348,6.711021116575065,14.376627133352619,0.6653167486259763,6.435331230283911,1503,94.82649842271293,42,38,184,1484,1300,97.71333276802623
New Hampshire,2018,20,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295,0,NA,11,6,7,391,137,11843,11315,11706,17,278,75.44757033248082,5.762711864406779,64.70588235294117,NA,41.17647058823529,1.4522467110883308,NA,NA,NA,NA,NA,1.1568014861099385,NA,25.20075175123868,0.9396890483512728,NA,33.40167435503161,NA,NA,NA,NA,11,NA,NA,NA,NA,98.84319851389006
New Jersey,2018,65,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,370,0,NA,69,36,77,752,666,98792,97374,98126,112,258,49.202127659574465,30.270270270270274,61.60714285714286,NA,68.75,1.141389641889,NA,NA,NA,NA,NA,0.6741436553567091,NA,3.7706622098118747,0.7031775472351874,NA,7.663616166968999,NA,NA,NA,NA,69,NA,NA,NA,NA,99.3258563446433
New Mexico,2018,55,87,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,0,0,18,12,14,443,745,21688,20500,20943,36,198,52.82167042889391,15.384615384615385,50,33.33333333333333,38.88888888888889,1.7189514396218306,148,33.40857787810384,0,0,NA,3.4350793065289564,NA,11.1731843575419,0.8594757198109153,7.066800362889748,21.152652437568637,2.9126677171369906,NA,0,NA,18,12,0,0,0,96.56492069347105
New York,2018,1333,0,0,12395,316,202209,NA,22,1467,4200,604,93,950,1,1,273,168,165,2502,5642,226948,218804,221306,375,575,37.96962430055955,39.473684210526315,73.06666666666666,45.06666666666666,44,1.6944863672923463,1333,53.27737809752199,6364,2.8756563310529315,NA,2.486032042582442,NA,4.292698797140611,1.2381047057016077,6.023334206935194,11.305613042574535,0.9895800384987303,1.4613450659962288,18982,298.27152734129476,274,169,942,NA,NA,97.51396795741756
North Carolina,2018,16,45,152,0,0,116700,0,0,322,2437,349,172,468,1,1,158,109,118,843,869,120849,119137,119980,226,242,55.51601423487544,48.29059829059829,70.35398230088495,48.67256637168141,52.21238938053098,1.8836472745457578,213,25.26690391459075,3280,2.7337889648274714,12.52692031586504,0.7190791814578523,89.63963963963964,3.900650108351392,1.325220870145024,1.775295882647108,7.026171028504751,1.350225037506251,5.2439024390243905,3108,94.7560975609756,159,110,349,2786,2437,99.28092081854216
North Dakota,2018,3,86,71,32,0,10879,0,0,176,932,78,41,76,3,3,16,11,11,295,61,12199,11843,12138,23,53,25.76271186440678,30.263157894736842,82.6086956521739,60.86956521739131,47.82608695652174,1.8948755972977427,160,54.23728813559322,1227,10.108749382105783,7.485604606525912,0.5000409869661447,85.55008210180624,6.261328060636019,1.5653320151590047,13.181743285549514,24.303839182731917,4.860767836546383,3.341483292583537,1218,99.26650366748166,19,14,78,1042,964,99.49995901303386
Ohio,2018,33,791,99,201,46,127496,17,0,4320,119,14,0,3150,9,1,148,86,184,4380,3687,135900,127833,132213,278,2872,71.91780821917808,8.825396825396826,56.4748201438849,31.294964028776977,66.18705035971223,2.10266766505563,923,21.073059360730596,4453,3.368050040465007,15.113350125944585,2.7130242825607063,8.446808510638299,23.825191168795808,1.187477782063791,6.981159190094771,33.12836105375417,2.3220106948635912,0,4700,105.54682236694364,157,87,60,397,337,97.28697571743929
Oklahoma,2018,15,40,274,269,16,44334,801,167,340,1650,164,NA,71,21,9,33,19,48,687,330,48071,47054,47741,71,0,10.334788937409025,100,76.05633802816901,39.436619718309856,67.6056338028169,1.4871913030728303,329,47.88937409024746,2154,4.5118451645336295,11.313987610042386,0.6864845748996276,NA,1.4871913030728303,1.1311032445906035,6.891351249450158,14.390146833958234,6.011604281435244,NA,NA,NA,54,28,347,3067,2720,99.31351542510038
Oregon,2018,12,51,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,1047,0,0,80,61,73,1200,561,42613,40852,42052,103,944,87.25,9.837631327602674,77.66990291262135,59.22330097087378,70.87378640776699,2.449348425758585,75,6.25,NA,NA,NA,1.316499659728252,NA,24.897745648245028,1.9024065442785123,1.7835061352611052,28.536098164177684,1.8548463806715494,NA,NA,NA,80,61,NA,NA,NA,98.68350034027175
Pennsylvania,2018,0,107,71,1740,21,125753,230,6,1183,3093,303,689,862,0,0,109,76,137,1109,3151,135025,130765,131874,193,669,77.72768259693417,22.389791183294662,56.476683937823836,39.37823834196891,70.98445595854922,1.4635182067731318,178,16.05049594229035,5268,3.994722234860549,6.119043204153533,2.3336419181633032,85.06309148264984,6.536542457193988,0.8265465520117689,1.3497732684228887,8.4095424420279965,0.5232267164111196,13.078967350037965,6340,120.34927866362946,109,76,330,5393,5063,97.6663580818367
Rhode Island,2018,2,53,2,87,10,9826,58,3,17,705,148,131,215,0,NA,29,23,34,309,78,11063,10676,10985,43,172,69.57928802588997,20,67.44186046511628,NA,79.06976744186046,3.9144287664997726,57,18.446601941747574,1001,9.112426035502958,15.924826904055392,0.7050528789659225,104.55015511892452,19.572143832498863,2.6399635867091487,5.188893946290396,28.12926718252162,3.368229403732362,13.086913086913087,967,96.6033966033966,29,NA,161,1011,850,99.29494712103408
South Carolina,2018,181,150,24,140,5,49374,299,9,380,1300,47,280,348,10,6,56,42,51,721,1223,53057,51113,51834,101,247,48.26629680998613,29.022988505747126,65.34653465346535,47.524752475247524,50.495049504950494,1.9485279932090904,355,49.237170596393895,2007,3.871975923139252,3.3888888888888893,2.30506813427069,96.15384615384616,6.71374001620558,1.2732955203148513,6.848786510784427,13.90978894162133,0.34726241463132307,13.951170901843549,1872,93.27354260089686,66,48,61,1800,1739,97.6949318657293
South Dakota,2018,143,4,1,55,5,11535,0,1,179,288,13,47,58,0,0,1,1,12,245,455,12578,11878,12123,15,43,23.6734693877551,25.862068965517242,6.666666666666667,6.666666666666667,80,1.2373174956693886,148,60.40816326530612,527,4.347108801451785,5.248618784530387,3.617427253935443,67.03703703703704,4.784294316588303,0.08248783304462591,12.208199290604636,20.20951909593335,3.217025488740411,8.918406072106261,540,102.46679316888046,1,1,19,362,343,96.38257274606455
Tennessee,2018,0,647,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,1422,4,2,66,50,79,2302,831,86483,83350,85652,122,1300,61.772371850564724,8.579465541490858,57.377049180327866,42.62295081967213,64.75409836065575,1.424368374352029,667,28.974804517810597,NA,NA,NA,0.9608824855751997,NA,16.60206416662775,0.8172605426610003,7.7873254564983885,26.876196702937467,2.4868070798113298,NA,NA,NA,70,52,NA,NA,NA,99.0391175144248
Texas,2018,2033,23,41,373,13,358630,8,0,1508,8349,1246,1662,1891,4,2,218,162,293,4429,4855,376644,367360,371789,450,1441,42.69586814179273,23.79693283976732,49.333333333333336,36.44444444444444,65.11111111111111,1.2103639429891686,2097,47.347030932490405,12765,3.433399051612608,12.603864250675741,1.2890156221790339,86.94403342327443,5.086218258205595,0.5971128785413231,5.640295974329526,11.912670896664507,1.1861566641293853,13.019976498237368,11489,90.0039169604387,222,164,1259,9989,8730,98.71098437782096
Utah,2018,0,31,12,76,157,45569,38,1,64,1527,265,72,479,0,NA,64,54,80,559,454,48223,47210,47769,87,392,85.68872987477639,18.16283924843424,73.5632183908046,NA,91.95402298850574,1.8212648370281983,43,7.6923076923076925,1928,4.036090351483179,20.49418604651163,0.9414594695477263,98.80325514600288,10.027423642948355,1.3397810295379848,0.9001653792208336,11.702149929870837,0.7745609077016475,3.7344398340248963,2089,108.35062240663899,64,NA,423,2064,1641,99.05854053045228
Vermont,2018,0,0,0,109,2,4916,0,0,0,219,14,7,23,0,NA,10,10,10,23,60,5327,5244,5267,10,13,100,43.47826086956522,100,NA,100,1.8986140117714068,0,0,240,4.556673628251376,4.651162790697675,1.1263375258119017,100,4.366812227074235,1.8986140117714068,0,4.366812227074235,0,2.9166666666666665,344,143.33333333333334,10,NA,16,344,328,98.8736624741881
Virginia,2018,33,206,72,70,170,92533,664,10,510,2462,200,598,929,0,NA,67,19,116,1488,1899,99116,95729,97217,145,784,62.43279569892473,15.608180839612487,46.206896551724135,NA,80,1.491508686752317,311,20.900537634408604,3770,3.877922585556024,10.626398210290827,1.915936882037209,104.80656506447832,9.555941862020017,0.6891798759476223,3.19902897641359,15.30596500612033,2.550994167686721,15.862068965517242,3412,90.50397877984085,67,NA,380,3576,3196,98.0840631179628
Washington,2018,0,158,102,1313,124,77776,0,0,279,3246,369,257,627,0,0,135,98,111,1029,387,83751,82335,83364,174,453,60.932944606414,27.751196172248804,77.58620689655173,56.32183908045977,63.793103448275865,2.0872318986612926,260,25.267249757045672,4151,4.979367592725876,9.758511480601742,0.4620840348174947,94.7664603263928,7.5212321865553475,1.6194040593061754,3.1188522623674486,12.343457607600403,1.7033731586776066,6.1912792098289575,5331,128.4268850879306,135,98,493,5052,4559,99.5379159651825
West Virginia,2018,23,6,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,246,0,0,9,8,6,490,345,18584,17749,18239,14,232,50.204081632653065,5.691056910569105,64.28571428571429,57.14285714285714,42.857142857142854,0.767585942211744,231,47.14285714285714,NA,NA,NA,1.8564356435643563,NA,13.48758155600636,0.49344810570754977,12.665168046493777,26.865507977411042,0.7127583749109052,NA,NA,NA,9,8,NA,NA,NA,98.14356435643565
Wisconsin,2018,NA,76,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,437,0,NA,68,45,67,658,1003,63890,62229,62887,122,315,66.41337386018236,27.91762013729977,55.73770491803278,NA,54.91803278688525,1.9399875968006106,NA,NA,NA,NA,NA,1.5698857411175458,NA,6.948971965589072,1.0813045621511599,NA,10.463211792580342,NA,NA,NA,NA,68,NA,NA,NA,NA,98.43011425888245
Wyoming,2018,0,0,0,0,0,5756,0,1,2,110,22,11,32,4,3,10,9,15,36,88,5989,5865,5901,17,15,88.88888888888889,53.125,82.35294117647058,70.58823529411765,88.23529411764706,2.8808676495509236,0,0,145,2.457210642264023,17.293233082706767,1.469360494239439,99.25373134328358,5.422809693272327,2.3724792408066433,0,6.100660904931368,0.6778512116590408,7.586206896551724,134,92.41379310344827,14,12,23,133,110,98.53063950576056
National Average,2019,178.97727272727272,109,82.54545454545455,512.28125,40.32258064516129,78441.66666666667,107.14285714285714,8.862068965517242,800.4848484848485,1615.8709677419354,247.09375,259.83870967741933,785.7083333333334,1.9791666666666667,2.0689655172413794,73.85416666666667,53.708333333333336,80.52083333333333,1259.5416666666667,1227.25,74552.16666666667,72065.375,73324.91666666667,122.72916666666667,662.9791666666666,62.38049555063018,15.620194092379489,61.78916992021729,45.44746808398551,65.6085554235274,1.6737716487915089,370.52272727272725,29.417266381770663,2923.288275904203,3.9867597657061133,11.703330067073212,1.6461627540447068,78.71677370026802,10.715434385082832,1.034209608148208,5.053162609882187,17.1775396948968,1.4089426999317816,8.888576327527895,3216.053396871945,110.0149247469337,75.83333333333334,55.77729885057472,296.27839961067855,2531.5734744954716,2235.295074884793,98.35383724595529
Alabama,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alaska,2019,NA,30,1,46,NA,9004,NA,NA,8,162,46,86,87,0,NA,8,6,12,140,360,9712,9212,9352,16,71,62.142857142857146,18.39080459770115,50,NA,75,1.7108639863130881,NA,NA,302,3.2292557741659538,NA,3.706754530477759,NA,9.302822925577418,0.8554319931565441,NA,14.970059880239521,NA,28.47682119205298,NA,NA,8,NA,NA,NA,NA,96.29324546952223
Arizona,2019,0,146,118,296,50,75468,122,1,248,2811,369,189,482,0,0,102,75,124,857,898,80452,78697,79554,186,296,56.24270711785297,38.589211618257266,54.83870967741935,40.32258064516129,66.66666666666666,2.3380345425748548,264,30.80513418903151,3617,4.546597279835081,11.510002740476843,1.1161935066872173,96.68786433492316,6.058777685597205,1.2821479749604043,3.3185006410739875,10.772557005304574,1.395278678633381,5.225324854852087,3774,104.34061376831629,102,75,420,3649,3229,98.88380649331279
Arkansas,2019,104,43,323,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,21,18,11,5,30,740,360,34877,33777,34517,62,84,19.72972972972973,42.465753424657535,51.61290322580645,37.096774193548384,48.38709677419355,1.7962163571573428,470,63.51351351351351,NA,NA,NA,1.0321988703156808,NA,4.229799808789871,0.9270794101457253,13.616478836515341,21.438711359619898,3.5924327143146857,NA,NA,NA,32,23,NA,NA,NA,98.96780112968432
California,2019,NA,147,163,86,2,425007,NA,NA,440,10561,1941,316,1966,0,NA,721,562,627,2699,2075,440428,435654,438353,915,1051,72.84179325676176,46.541200406917596,78.79781420765028,NA,68.52459016393443,2.0873588181214684,NA,NA,13258,3.0245030831316315,NA,0.47113262553697766,NA,4.484969875876292,1.644793123350359,NA,6.157138196841359,NA,2.3834665862120983,13030,98.2802836023533,721,NA,NA,NA,NA,99.52886737446303
Colorado,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
