State,Year,Unknw,ParFamContUnr,UnatoCont,NoInPaOut,NoInReOut,PaInNoOut,PaInPaOut,PaInReOut,ReInNoOut,ReInPaOut,ReInReOut,ReInStDia,Tdiag,ToEnrEINPC,ToEnrEI6NPC,ToEnrEIPC,ToEnrEI6PC,HL3,TotNoPas,TNscr,Birth,TotPas,Tscr,HL,NHL,PerD,PerDHL,PerEI,PerEI6,PerHL3,HLp,LTF,PerLTF,NPIS,PerNPIS,PerNPOS,PerTNscr,PerOPS,Dr,EIr,LTFr,NPr,CLEARr,PerReDirDiag,ReferOP,PerReferOP,EI,EI6,NPOS,OPS,POS,PerTscr
Tennessee,2016,489,0,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,3451,0,0,76,47,47,4316,1105,86545,81124,85440,136,3315,79.95829471733086,3.9408866995073892,55.88235294117647,34.55882352941176,34.55882352941176,1.591760299625468,633,14.666357738646896,NA,NA,NA,1.276792420128257,NA,40.390917602996254,0.8895131086142322,7.40870786516854,50.51498127340824,2.715355805243446,NA,NA,NA,76,47,NA,NA,NA,98.72320757987174
Texas,2016,2152,NA,110,592,20,379427,NA,NA,3373,5675,1120,966,1785,0,NA,122,43,196,5479,5179,396352,385694,391173,437,1348,32.57893776236539,24.481792717086833,27.91762013729977,NA,44.8512585812357,1.1171527687238125,NA,NA,11134,2.846310967270236,NA,1.306666801227192,NA,4.563198380256305,0.31188246632564104,NA,14.006590434411372,NA,8.676127178013292,10780,96.82054966768457,122,NA,NA,NA,NA,98.6933331987728
Utah,2016,0,56,9,160,96,48549,93,3,74,1858,235,41,355,0,0,76,62,95,449,431,51540,50660,51109,105,250,79.06458797327394,29.577464788732392,72.38095238095238,59.04761904761905,90.47619047619048,2.0544326830890842,65,14.476614699331849,2208,4.320178442153046,13.660531697341513,0.8362436942180831,100.90796533223276,6.945939071396427,1.4870179420454324,1.2717916609599091,8.78514547339999,0.5674147410436519,1.8568840579710144,2423,109.73731884057972,76,62,334,2445,2111,99.16375630578192
Vermont,2016,0,0,0,96,0,5064,0,0,0,335,21,0,18,0,0,8,8,8,21,39,5568,5508,5529,8,10,85.71428571428571,44.44444444444444,100,100,100,1.4469162597214686,0,0,356,6.438777355760536,4.646017699115045,0.7004310344827587,100,3.255561584373304,1.4469162597214686,0,3.7981551817688555,0.5425935973955507,0,452,126.96629213483146,8,8,21,452,431,99.29956896551724
Virginia,2016,187,28,18,256,44,94322,1019,79,477,2497,119,664,904,16,10,89,63,87,1383,1751,101228,98094,99477,152,752,65.36514822848879,16.8141592920354,69.07894736842105,48.026315789473685,57.23684210526315,1.5279913949958281,233,16.847433116413594,3757,3.776752415131136,6.028898854010962,1.729758564823962,118.30238726790452,9.087527770238347,1.0555203715431707,2.3422499673291317,13.90271117946862,2.472933441901143,17.673675805163693,3393,90.3114186851211,105,73,242,4014,3772,98.27024143517605
Washington,2016,0,172,139,1763,118,81655,0,NA,339,3509,392,212,618,0,NA,129,79,104,1061,2322,90310,86927,87988,187,431,58.24693685202639,30.258899676375407,68.98395721925134,NA,55.61497326203209,2.125289812247124,311,29.3119698397738,4452,5.059780879210801,NA,2.5711438378917064,NA,7.023685047961085,1.4661090148656635,3.5345728963040415,12.05846251761604,1.5002045733509115,4.761904761904762,6121,137.4887690925427,129,NA,NA,NA,5272,97.42885616210829
West Virginia,2016,520,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,2,1,3,624,714,20045,18707,19331,4,96,16.025641025641026,4,50,25,75,0.20692152501163932,520,83.33333333333334,NA,NA,NA,3.561985532551758,NA,5.173038125290984,0.10346076250581966,26.899798251513115,32.27975790181574,0.20692152501163932,NA,NA,NA,2,1,NA,NA,NA,96.43801446744824
Wisconsin,2016,NA,56,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,448,0,NA,82,46,65,639,705,66015,64671,65310,125,323,70.1095461658842,27.901785714285715,65.60000000000001,NA,52,1.9139488592864797,NA,NA,NA,NA,NA,1.0679391047489206,NA,6.859592711682743,1.255550451691931,NA,9.784106568672485,NA,NA,NA,NA,82,NA,NA,NA,NA,98.93206089525108
Wyoming,2016,0,2,0,0,0,6350,0,0,5,185,27,13,40,1,0,14,13,15,45,128,6708,6535,6580,20,20,88.88888888888889,50,75,65,75,3.0395136778115504,2,4.444444444444445,230,3.4954407294832825,12.735849056603774,1.9081693500298151,97.6958525345622,6.079027355623101,2.2796352583586623,0.30395136778115506,6.838905775075988,0.4559270516717325,5.6521739130434785,217,94.34782608695652,15,13,27,212,185,98.09183064997018
National Average,2017,165.3095238095238,117.5,52.229166666666664,605.8333333333334,29.454545454545453,75396.75,251.25714285714287,18.676470588235293,496.19444444444446,2628.972222222222,301.5,229.6875,806.7,2.28,2,82.42,57.708333333333336,77.52,1233.96,1282.48,75506.78,72990.34,74224.3,130,676.7,65.37489059612953,16.11503656873683,65.15384615384615,45.92948717948718,59.63076923076923,1.7514479759324102,335.0386904761905,27.151503328810534,3656.3541666666665,4.926087772692591,9.115196417407766,1.6984964793890032,94.42975472849002,10.868408324497503,1.141135719703655,4.513867971488993,16.624744187550437,1.2424678915639407,6.2818723113301616,4061.9545454545455,111.09302765266985,84.7,59.708333333333336,349.63101604278074,3835.693714455479,3486.0626984126984,98.30150352061099
Alabama,2017,298,0,6,81,9,17082,3719,111,303,30939,1471,283,1859,0,0,38,30,64,2177,5337,59335,51821,53998,89,1770,85.39274230592558,4.787520172135556,42.69662921348314,33.70786516853933,71.91011235955057,1.6482091929330716,304,13.964170877354157,32996,61.10596688766251,4.379300853289292,8.994691160360665,110.75206535987563,34.42720100744472,0.7037297677691766,5.629838142153413,40.31630801140783,0.2592688618096966,0.8576797187537883,32803,99.41508061583222,38,30,1591,36330,34739,91.00530883963933
Alaska,2017,3,31,1,20,NA,9672,3,NA,4,143,34,82,70,0,NA,4,2,3,120,414,10372,9838,9958,8,62,58.333333333333336,11.428571428571429,50,NA,37.5,0.8033741715203856,35,29.166666666666668,263,2.6410925888732675,NA,3.991515618974161,NA,7.029524000803375,0.4016870857601928,3.5147620004016873,12.050612572805784,1.506326571600723,31.1787072243346,NA,NA,4,NA,NA,NA,166,96.00848438102584
Arizona,2017,156,61,24,279,55,78117,1,2,211,2831,372,226,520,0,NA,92,70,125,866,861,82955,81228,82094,178,342,60.046189376443415,34.23076923076923,51.68539325842697,NA,70.2247191011236,2.1682461568445928,241,27.829099307159353,3640,4.433941579165348,12.11864406779661,1.0379121210294737,94.45037353255069,6.334202255950496,1.1206665529758568,2.9356591224693642,10.548882987794478,1.2790216093746194,6.208791208791209,3748,102.96703296703296,92,NA,429,3540,3111,98.96208787897052
Arkansas,2017,26,245,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,25,10,5,1,20,592,380,35968,34996,35588,64,55,20.10135135135135,53.78151260504202,46.875,17.1875,31.25,1.798358997414859,386,65.2027027027027,NA,NA,NA,1.0564946619217082,NA,3.3438237608182537,0.8429807800382151,10.846352703158368,16.634820726087444,2.444644262110824,NA,NA,NA,30,11,NA,NA,NA,98.9435053380783
California,2017,NA,22,134,25,NA,448029,NA,NA,257,11451,2474,181,2105,0,NA,823,639,647,2912,1913,464330,459505,462417,1011,1094,72.28708791208791,48.02850356294537,81.40454995054401,NA,63.996043521266074,2.1863383050363634,NA,NA,14363,3.1060709273231737,NA,0.41199147158271054,NA,4.55216828101043,1.7797788576112037,NA,6.29734633458545,NA,1.2601824131448862,NA,NA,823,NA,NA,NA,NA,99.58800852841729
Colorado,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut,2017,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357,0,NA,55,31,51,421,255,36722,36046,36467,78,279,84.798099762470315,21.84873949579832,70.51282051282051,NA,65.38461538461539,2.1389201195601504,NA,NA,NA,NA,NA,0.6944066227329666,NA,9.789672854909918,1.5082129048180548,NA,11.544684235061837,NA,NA,NA,NA,55,NA,NA,NA,NA,99.30559337726703
Delaware,2017,0,0,0,0,0,10335,584,14,14,0,20,0,48,0,0,12,9,9,48,298,11265,10919,10967,12,36,100,25,100,75,75,1.0941916659068112,0,0,34,0.3100209720069299,5.501618122977346,2.6453617399023526,1817.6470588235293,4.376766663627245,1.0941916659068112,0,4.376766663627245,0,0,34,100,12,9,34,618,584,97.35463826009764
District of Columbia,2017,463,NA,5,49,3,12770,0,0,515,132,22,NA,57,0,NA,0,NA,7,540,384,13875,12951,13491,11,46,10.555555555555555,19.298245614035086,0,NA,63.63636363636363,0.8153583870728635,NA,NA,669,4.958861463197688,12.135922330097088,2.7675675675675677,NA,4.225038914832111,0,NA,40.0266844563042,NA,NA,NA,NA,0,NA,25,206,181,97.23243243243243
Florida,2017,516,63,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,7903,0,NA,167,123,180,9134,9470,223579,204975,214109,288,7615,86.52288154149332,3.6441857522459826,57.986111111111114,NA,62.5,1.345109266775334,858,9.393474928837312,NA,NA,NA,4.235639304228036,NA,36.91110602543564,0.7799765539981972,4.007304690601516,42.66051403724271,1.7421033212055541,NA,NA,NA,167,NA,NA,NA,NA,95.76436069577197
Georgia,2017,130,296,139,1003,76,121361,292,24,995,3894,389,134,858,23,12,154,78,108,1618,1005,129173,126550,128168,241,617,53.02843016069221,28.088578088578085,73.44398340248964,37.344398340248965,44.81327800829876,1.8803445477810374,565,34.91965389369592,5412,4.222582859996256,8.6121873899260315,0.7780263677393883,89.3188610980022,6.694338680481867,1.3809999375819237,4.40827663691405,12.624055926596341,1.5214406092004245,2.475979305247598,6357,117.46119733924611,177,90,489,5678,5189,99.22197363226061
Hawaii,2017,12,14,7,154,5,16416,27,0,23,437,81,62,129,0,NA,37,26,43,171,157,17362,17034,17205,61,68,75.43859649122807,47.286821705426355,60.65573770491803,NA,70.49180327868852,3.545480964835803,33,19.298245614035086,603,3.5047951176983436,12.215909090909092,0.9042737011864992,100.57142857142858,7.497820401046207,2.150537634408602,1.9180470793374018,9.93897122929381,0.5231037489102005,10.281923714759536,700,116.08623548922057,37,NA,86,704,618,99.0957262988135
Idaho,2017,1,130,41,112,23,20974,134,12,176,104,18,376,396,0,0,29,25,30,605,427,22356,21324,21929,47,349,65.45454545454545,11.868686868686869,61.702127659574465,53.191489361702125,63.829787234042556,2.1432805873500844,172,28.429752066115704,674,3.07355556568927,13.151364764267989,1.9100017892288423,93.0715935334873,18.05827899129007,1.3224497241096265,7.84349491540882,27.58903734780428,1.6872634411053855,55.78635014836796,433,64.2433234421365,29,25,53,403,350,98.08999821077116
Illinois,2017,NA,124,55,332,89,137923,477,12,481,3430,435,732,1087,0,NA,176,149,179,1749,1065,144976,142162,143911,312,775,62.14979988564894,28.702851885924563,56.41025641025641,NA,57.37179487179487,2.168006615199672,NA,NA,5078,3.5285697410204917,11.225130890052357,0.7346043483059266,100.16782043213762,7.553279457442447,1.222978090625456,NA,12.153344775590469,NA,14.415124064592359,4767,93.87554155179204,176,NA,536,4775,4239,99.26539565169408
Indiana,2017,76,233,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,2230,0,NA,107,77,105,2817,3440,80316,74059,76876,193,2037,79.16222932197373,8.654708520179371,55.44041450777202,NA,54.40414507772021,2.5105364483063637,342,12.140575079872203,NA,NA,NA,4.283081826784203,NA,29.007752744679742,1.3918518133097457,4.448722618242364,36.64342577657526,3.1869504136531557,NA,NA,NA,107,NA,NA,NA,NA,95.71691817321579
Iowa,2017,0,62,44,147,9,35622,0,0,147,1470,184,215,354,0,NA,40,26,50,555,490,38284,37239,37794,73,281,63.78378378378379,20.62146892655367,54.794520547945204,NA,68.4931506849315,1.9315235222522091,106,19.0990990990991,2016,5.334180028575965,10.662983425414364,1.2799080555845783,92.48850281042412,9.366566121606605,1.0583690532888816,2.804677991215537,14.684870614383236,2.5136265015610944,10.66468253968254,1957,97.0734126984127,40,NA,193,1810,1617,98.72009194441543
Kansas,2017,3,42,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,606,2,2,41,31,21,703,412,38015,36900,37603,53,553,86.20199146514936,8.745874587458747,81.13207547169812,62.264150943396224,39.62264150943396,1.40946201100976,55,7.823613086770982,NA,NA,NA,1.083782717348415,NA,16.115735446639896,1.1435257825173524,1.4626492567082414,18.69531686301625,1.1169321596681117,NA,NA,NA,43,33,NA,NA,NA,98.91621728265159
Kentucky,2017,NA,173,7,0,NA,49266,285,6,1334,631,123,NA,1224,7,2,32,18,43,1463,912,52557,50182,51645,91,1133,83.6637047163363,7.434640522875817,42.857142857142854,21.978021978021978,47.25274725274725,1.7620292380675768,NA,NA,NA,NA,NA,1.7352588618071807,NA,23.70026139994191,0.7551553877432472,NA,28.32800851970181,NA,NA,NA,NA,39,20,NA,NA,916,98.26474113819282
Louisiana,2017,31,309,26,108,4,57031,429,7,384,1638,266,0,161,13,9,55,30,32,661,851,60718,59206,59867,83,78,24.357034795763994,51.5527950310559,81.92771084337349,46.98795180722892,38.55421686746988,1.3864065344847745,366,55.37065052950075,2288,3.8218050010857403,11.29690048939641,1.4015613162488882,102.16666666666667,2.689294603036731,1.1358511366863213,6.1135517062822595,11.041141196318506,2.2382948869995154,0,2400,104.8951048951049,68,39,277,2452,2175,98.59843868375111
Maine,2017,NA,26,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,0,NA,14,9,11,231,286,12075,11558,11789,21,159,77.92207792207793,11.666666666666666,66.66666666666666,NA,52.38095238095239,1.7813215709559758,NA,NA,NA,NA,NA,2.3685300207039335,NA,15.268470608194079,1.1875477139706505,NA,19.594537280515734,NA,NA,NA,NA,14,NA,NA,NA,NA,97.63146997929607
Maryland,2017,NA,98,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,743,0,NA,69,42,64,974,591,68177,66612,67586,94,649,76.28336755646818,12.6514131897712,73.40425531914893,NA,68.08510638297872,1.3908205841446453,NA,NA,NA,NA,NA,0.8668612581955791,NA,10.993401000207143,1.020921492616814,NA,14.411268605924304,NA,NA,NA,NA,69,NA,NA,NA,NA,99.13313874180442
Massachusetts,2017,29,2,8,197,3,69403,0,0,1200,67,9,0,1025,0,NA,127,89,114,1212,560,71439,69667,70879,148,877,84.57095709570957,14.439024390243901,85.8108108108108,NA,77.02702702702703,2.088065576545944,39,3.217821782178218,1276,1.8002511322112331,4.3478260869565215,0.7838855527093045,18.69918699186992,14.461264972699952,1.7917860014955065,0.5502334965222422,17.09956404576814,2.088065576545944,0,1476,115.67398119122257,127,NA,12,276,264,99.21611444729069
Michigan,2017,NA,251,344,NA,NA,NA,NA,NA,NA,NA,NA,NA,573,0,NA,93,61,96,1258,839,109456,107359,108617,167,406,45.548489666136724,29.144851657940663,55.688622754491014,NA,57.48502994011976,1.537512544076894,NA,NA,NA,NA,NA,0.7665180529162403,NA,5.275417291952457,0.856219560473959,NA,11.581980721249897,NA,NA,NA,NA,93,NA,NA,NA,NA,99.23348194708376
Minnesota,2017,0,179,27,827,17,62851,0,0,259,2301,287,250,486,0,0,62,NA,104,813,981,67773,65979,66792,162,324,59.77859778597786,33.33333333333333,38.2716049382716,NA,64.19753086419753,2.4254401724757457,206,25.338253382533825,3097,4.636782848245299,8.857808857808857,1.4474790845912089,92.98293145489028,7.276320517427236,0.9282548808240507,3.0842017008024913,12.172116421128278,1.8115942028985508,8.072328059412333,3691,119.1798514691637,62,NA,304,3432,3128,98.55252091540879
Mississippi,2017,32,34,0,693,4,35105,79,0,0,392,181,418,471,0,0,32,27,19,603,498,37370,36269,36872,54,417,78.1094527363184,11.464968152866243,59.25925925925925,50,35.18518518518518,1.4645259275330873,66,10.945273631840797,991,2.687676285528314,13.713862120088955,1.3326197484613327,106.22047244094487,12.773920590149705,0.8678672163159037,1.7899761336515514,16.35387285745281,1.7899761336515514,42.179616548940466,1270,128.15338042381433,32,27,185,1349,1164,98.66738025153867
Missouri,2017,0,254,15,1,0,70100,0,17,930,1251,86,67,737,0,0,79,65,84,1100,1387,73839,71352,72452,113,624,67,15.332428765264586,69.91150442477876,57.52212389380531,74.33628318584071,1.5596532876939215,269,24.454545454545453,2334,3.2214431623695687,7.601476014760148,1.8784111377456356,59.74426807760141,10.172251973720531,1.0903770772373433,3.7128029592005745,15.182465632418705,1.2974106994975985,2.8706083976006855,2268,97.17223650385604,79,65,103,1355,1252,98.12158886225436
Montana,2017,26,136,8,224,8,10453,34,2,159,576,49,19,52,0,0,19,17,15,237,232,11756,11287,11524,22,30,21.940928270042196,42.30769230769231,86.36363636363636,77.27272727272727,68.18181818181817,1.9090593543908365,170,71.72995780590718,803,6.968066643526553,6.606942889137738,1.9734603606668935,87.89370078740157,4.512322110378341,1.648733078792086,14.75182228392919,20.565775772301283,1.301631377993752,2.3661270236612704,1016,126.52552926525529,19,17,59,893,834,98.02653963933311
Nebraska,2017,1,18,0,36,3,25074,15,1,145,797,45,NA,143,0,0,38,30,39,194,150,26266,25922,26116,51,92,73.71134020618557,35.66433566433567,74.50980392156863,58.82352941176471,76.47058823529412,1.9528258538826773,19,9.793814432989691,987,3.7792923878082405,5.4626532887402455,0.5710804842762507,NA,5.475570531474958,1.455046714657681,0.7275233573288405,7.428396385357635,1.2253024965538366,NA,NA,NA,38,30,49,897,848,99.42891951572375
Nevada,2017,40,27,100,1,0,33104,126,1,162,1081,162,106,226,0,0,57,46,40,431,740,35483,34312,34743,65,161,52.43619489559165,28.761061946902654,87.6923076923077,70.76923076923077,61.53846153846154,1.8708804651296664,167,38.74709976798144,1511,4.34907751201681,11.889132020423048,2.0855057351407713,97.51066856330014,6.504907463373917,1.6406182540367844,4.806723656563912,12.405376622629019,1.0937455026911895,7.015221707478492,1406,93.05095962938451,57,46,163,1371,1208,97.91449426485923
New Hampshire,2017,60,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267,0,NA,11,8,8,394,209,11941,11338,11732,20,247,67.76649746192894,7.490636704119851,55.00000000000001,NA,40,1.7047391749062393,NA,NA,NA,NA,NA,1.7502721715099239,NA,22.758267984998298,0.9376065461984316,NA,33.583361745652915,NA,NA,NA,NA,11,NA,NA,NA,NA,98.24972782849008
New Jersey,2017,54,253,1,206,25,95874,345,0,262,1180,174,246,358,0,0,99,63,76,707,638,98950,97605,98312,126,232,50.636492220650645,35.19553072625698,78.57142857142857,50,60.317460317460316,1.2816339816095697,308,43.56435643564357,1862,1.8939702172674748,10.310880829015543,0.6447700859019707,104.4937736870601,3.6414679794938563,1.006998128407519,3.1328830661567255,7.191390674587029,0.4170396289364472,13.211600429645543,1847,99.19441460794845,99,63,199,1930,1731,99.35522991409803
New Mexico,2017,118,45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,0,NA,29,20,30,463,634,22313,21216,21679,53,219,58.747300215982726,19.485294117647058,54.71698113207547,NA,56.60377358490566,2.4447622122791643,164,35.42116630669546,NA,NA,NA,2.841392909962802,NA,12.546704183772313,1.337700078416901,7.56492458139213,21.35707366575949,1.2454449005950459,NA,NA,NA,29,NA,NA,NA,NA,97.1586070900372
New York,2017,780,22,0,13611,282,203877,0,36,1114,4924,718,68,964,9,9,265,171,140,2218,5641,230271,222412,224630,334,630,43.46257889990983,34.64730290456431,82.03592814371258,53.89221556886228,41.91616766467065,1.4868895517072518,802,36.15870153291254,6824,3.037884521212661,5.29354657401257,2.4497222837439363,94.77940820378711,4.29150158037662,1.2197836442149312,3.5703156301473533,9.874015046966122,2.0121978364421493,0.996483001172333,20649,302.59378663540446,274,180,1036,19571,18535,97.55027771625606
North Carolina,2017,4,64,162,0,0,118067,0,0,311,2337,374,151,444,0,0,159,83,112,836,915,122155,120404,121240,199,245,53.110047846889955,44.81981981981982,79.89949748743719,41.70854271356784,56.28140703517588,1.6413724843286044,230,27.51196172248804,3173,2.61712306169581,13.795647362596828,0.7490483402234865,89.70880211780278,3.6621577037281425,1.3114483668756187,1.8970636753546686,6.895414054767403,1.3361926756845925,4.7589032461393,3022,95.2410967538607,159,83,374,2711,2337,99.2509516597765
North Dakota,2017,0,92,44,45,2,11012,0,0,171,978,70,39,83,3,1,13,9,11,282,71,12388,12035,12317,23,60,29.432624113475175,27.710843373493976,69.56521739130434,43.47826086956522,47.82608695652174,1.8673378257692619,136,48.226950354609926,1258,10.21352602094666,6.575342465753424,0.5731352922182757,86.49289099526067,6.738653892993423,1.299017617926443,11.041649752374767,22.89518551595356,5.1148818705853705,3.100158982511924,1266,100.63593004769476,16,10,72,1095,1023,99.42686470778173
Ohio,2017,10,932,94,63,12,130127,11,2,4102,93,13,0,2883,0,0,136,75,182,4129,3136,137559,130294,134423,261,2622,69.82320174376362,9.053069719042664,52.10727969348659,28.735632183908045,69.73180076628353,1.941632012378834,1036,25.090821022039233,4208,3.1304166697663347,13.917525773195877,2.2797490531335645,4.529535372402522,21.447222573517926,1.0117316233085112,7.707014424614836,30.7164696517709,1.5622326536381423,0,4283,101.78231939163499,136,75,27,194,167,97.72025094686644
Oklahoma,2017,13,60,236,219,13,44566,929,145,317,1832,156,NA,85,19,9,43,24,26,631,317,48494,47546,48177,85,0,13.47068145800317,100,72.94117647058823,38.82352941176471,30.58823529411765,1.7643273761338398,309,48.96988906497623,2305,4.784440708221766,9.532483302975105,0.6536891161793211,NA,1.7643273761338398,1.2869211449446831,6.413848932063018,13.097536168711212,4.919359860514353,NA,NA,NA,62,33,314,3294,2980,99.34631088382068
Oregon,2017,12,35,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,1034,0,0,74,46,56,1189,607,44031,42235,43424,97,937,86.96383515559293,9.381044487427467,76.28865979381443,47.42268041237113,57.73195876288659,2.2337877671333826,59,4.96215306980656,NA,NA,NA,1.3785741863686947,NA,23.811717022844512,1.7041267501842299,1.358695652173913,27.38117170228445,2.210759027266028,NA,NA,NA,74,46,NA,NA,NA,98.6214258136313
Pennsylvania,2017,49,299,106,678,37,126895,42,1,472,2509,333,441,824,0,0,158,72,130,1414,5095,136950,130441,131855,221,603,58.27439886845828,26.820388349514563,71.49321266968326,32.57918552036199,58.82352941176471,1.6760835766561755,454,32.10749646393211,3755,2.847825262599067,10.305555555555555,3.7203358890105878,89.35219657483246,6.2492889916954235,1.198285995980433,3.4431762162982062,10.723901255166659,1.031436047173031,11.744340878828229,4029,107.29693741677764,158,72,371,3600,3229,96.27966411098942
Rhode Island,2017,NA,84,15,95,11,9947,40,6,12,636,243,112,233,0,0,28,14,19,384,97,11199,10718,11102,35,198,60.677083333333336,15.021459227467812,80,40,54.285714285714285,3.1525851197982346,NA,NA,1003,9.034408214736084,25.21823472356935,0.866148763282436,103.41023069207623,20.987209511799676,2.5220680958385877,NA,34.58836245721491,NA,11.166500498504487,997,99.40179461615155,28,14,260,1031,771,99.13385123671756
South Carolina,2017,322,186,35,37,9,50024,247,18,460,1092,129,317,384,7,4,66,42,45,933,1250,53583,51400,52333,97,287,41.157556270096464,25.260416666666668,75.25773195876289,47.42268041237113,46.391752577319586,1.853514990541341,543,58.19935691318327,1998,3.817858712475876,10.182767624020887,2.3328294421738236,88.70874348581354,7.337626354307989,1.3949133433970917,10.375862266638642,17.82813903273269,0.11465041178606233,15.865865865865866,1727,86.43643643643644,73,46,156,1532,1376,97.66717055782618
South Dakota,2017,182,1,3,100,4,11776,0,0,198,336,23,45,57,0,0,3,3,27,270,331,12813,12212,12482,37,20,21.11111111111111,64.91228070175438,8.108108108108109,8.108108108108109,72.97297297297297,2.9642685467072583,186,68.88888888888889,602,4.822945040858836,5.831533477321814,2.583313821899633,70.04538577912254,4.566575869251722,0.2403460983816696,14.901458099663515,21.631148854350265,2.1631148854350264,7.475083056478406,661,109.80066445182723,3,3,27,463,436,97.41668617810036
Tennessee,2017,533,151,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3367,0,0,82,54,116,4328,1084,86752,81340,85668,148,3219,77.79574861367837,4.395604395604396,55.4054054054054,36.486486486486484,78.37837837837837,1.7275995704347014,685,15.827171903881702,NA,NA,NA,1.249538915529325,NA,39.302890227389454,0.9571835457813886,7.995984498295746,50.52061446514451,3.221739739459308,NA,NA,NA,82,54,NA,NA,NA,98.75046108447067
Texas,2017,2353,54,50,449,17,360716,51,1,1999,7529,1236,1703,1827,4,NA,121,78,263,4956,5713,379414,368745,373701,417,1410,36.86440677966102,22.824302134646963,29.97601918465228,NA,63.06954436450839,1.115865357598722,2457,49.57627118644068,12467,3.336089547525963,13.508564041796834,1.5057430669400707,82.66251113089938,4.888935271781451,0.33449201366868164,6.5747750206716065,13.261939357935889,1.7982290654828326,13.660062565172055,11230,90.07780540627256,125,NA,1254,9283,8029,98.49425693305993
Utah,2017,0,31,11,80,110,47099,41,2,51,1613,215,57,355,0,0,83,67,84,435,397,49665,48833,49268,98,257,81.60919540229885,27.605633802816904,84.6938775510204,68.36734693877551,85.71428571428571,1.989120727449866,42,9.655172413793103,1936,3.9295282942274903,15.866084425036389,0.7993556830766133,99.61333977767038,7.20548834943574,1.6846634732483559,0.8524803117642283,8.829260371843795,0.7712917106438256,2.9442148760330578,2069,106.8698347107438,83,67,327,2061,1734,99.20064431692339
Vermont,2017,0,0,0,122,0,5006,0,0,0,290,32,0,29,0,NA,9,9,11,32,68,5518,5418,5450,11,18,90.625,37.93103448275862,81.81818181818183,NA,100,2.018348623853211,0,0,322,5.908256880733945,7.207207207207207,1.2323305545487495,100,5.321100917431192,1.651376146788991,0,5.871559633027523,0.5504587155963303,0,444,137.88819875776397,9,NA,32,444,412,98.76766944545125
Virginia,2017,3,272,123,13,7,92844,883,215,448,2406,84,794,912,0,NA,90,68,78,1548,1772,99444,96124,97672,159,753,58.91472868217055,17.434210526315788,56.60377358490566,NA,49.056603773584904,1.6278974526988288,398,25.710594315245476,3732,3.820951756900647,8.481152993348115,1.7819074051727606,121.97430696416498,9.337374068310263,0.9214513883200917,4.074862806126627,15.848963879105577,2.436727004668687,21.27545551982851,2958,79.2604501607717,90,NA,306,3608,3302,98.21809259482724
Washington,2017,0,124,117,1803,135,79760,0,0,247,3190,329,223,595,0,0,107,62,99,934,383,86070,84753,85687,157,438,63.70449678800857,26.38655462184874,68.15286624203821,39.490445859872615,63.05732484076433,1.832249932895305,241,25.802997858672377,3989,4.655315275362657,8.502840388491844,0.4449866387823864,95.66970546984572,6.943877134221061,1.2487308459859723,2.812561998902984,10.900136543466337,1.143697410342292,5.5903735271998,5704,142.99323138631237,107,62,464,5457,4993,99.55501336121762
West Virginia,2017,552,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,0,0,4,1,1,681,522,19211,18008,18689,5,118,18.06167400881057,4.0650406504065035,80,20,20,0.2675370538819627,556,81.64464023494861,NA,NA,NA,2.7171932746863776,NA,6.581411525496281,0.21402964310557013,29.750120391674248,36.43854673872331,0.10701482155278506,NA,NA,NA,4,1,NA,NA,NA,97.28280672531362
Wisconsin,2017,NA,83,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,503,0,NA,74,42,48,709,797,64556,63050,63759,115,388,70.94499294781383,22.86282306163022,64.34782608695652,NA,41.73913043478261,1.8036669332956916,NA,NA,NA,NA,NA,1.234587025218415,NA,7.889082325632459,1.1606204614250537,NA,11.119998745275177,NA,NA,NA,NA,74,NA,NA,NA,NA,98.76541297478158
