State,Year,HLp,Tscr1r,NPr,LTFr,CLEARr,Dr,EIr,EI6r,PerTscr,PerTNscr,PerTscr1,PerPas1,PerNotPas1,PerPIS,PerNPIS,PerReferToOPS,PerReDirDiag,PerOPS,PerNPOS,PerLTF,PerD,PerDHL,PerHL3,PerEI,PerEI6,Tscr1,PIS,NPIS,ReferToOPS,OPS,POS,NPOS,CLEAR,EI,EI6,Birth,Tscr,TNscr,NoInPaOut,NoInReOut,PaInPaOut,PaInReOut,PaInNoOut,ReInNoOut,ReInPaOut,ReInReOut,ReInStDia,TotPas,TotNotPas,TotPas1,TotNotPas1,LTF,TDia,TDia3,HL,NHL,HL3,NHL3,ToEnrEIPC,ToEnrEINPC,ToEnrEI6PC,ToEnrEI6NPC
Pennsylvania,2009,1.4363585438197082,953.2249840205111,13.918314289612974,0.7684518209435439,1.816993557931931,11.3328689107375,1.2280865549658506,0.876178711730022,95.5072672524367,NA,91.03991330054667,100,0,NA,NA,NA,NA,NA,NA,0.5521155830753354,81.42414860681114,12.67427122940431,62.5,85.5,61,132728,NA,NA,NA,NA,NA,NA,253,171,122,145791,139241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137303,1938,132728,0,107,1578,1361,200,1378,125,1236,171,0,122,0
Rhode Island,2009,0.6613209886748781,979.995040092585,7.439861122592378,2.314623460362073,1.7359675952715548,3.38927006695875,0.5786558650905183,0.16533024716871952,98.9125102207686,NA,96.93376941946035,99.52762547448334,0.47237452551665965,NA,NA,NA,NA,NA,NA,3.111111111111111,45.55555555555556,19.51219512195122,37.5,87.5,25,11855,NA,NA,NA,NA,NA,NA,21,7,2,12230,12097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12007,90,11799,56,28,41,27,8,33,3,24,7,0,2,0
South Carolina,2009,1.1144464616324843,992.5224237413046,34.5118904247479,6.345154854133338,7.531501087484047,20.635234483130517,0.7729225459709166,0.5931731166753547,96.11118789302743,NA,95.39250915624352,96.60068457178042,3.39931542821957,NA,NA,NA,NA,NA,NA,1.8385416666666667,59.791666666666664,5.400696864111499,59.67741935483871,69.35483870967742,53.2258064516129,55217,NA,NA,NA,NA,NA,NA,419,43,33,57884,55633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53713,1920,53340,1877,353,1148,1123,62,1086,37,1086,43,0,33,0
South Dakota,2009,0.32496547241855556,981.0707612316191,18.84799740027622,12.023722479486555,5.686895767324722,1.1373791534649442,0,0,98.61400416599903,NA,96.74731613523474,98.28585624378934,1.7141437562106658,NA,NA,NA,NA,NA,NA,6.379310344827587,6.0344827586206895,28.57142857142857,50,0,0,12076,NA,NA,NA,NA,NA,NA,70,0,0,12482,12309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12077,232,11869,207,148,14,9,4,10,2,7,0,0,0,0
Tennessee,2009,0.846262341325811,981.8288669487541,41.30230371415139,8.96803008932769,1.9511048425011752,30.38316878232252,0.3643629525152797,0.03526093088857546,97.6348676283265,NA,95.8607314582114,95.96332032465821,4.036679675341777,NA,NA,NA,NA,NA,NA,2.1713147410358564,73.56289129197495,2.7852998065764023,33.33333333333333,43.05555555555556,4.166666666666666,83534,NA,NA,NA,NA,NA,NA,166,31,3,87141,85080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81566,3514,80162,3372,763,2585,2157,72,2513,24,2133,28,3,1,2
Texas,2009,1.1630190546389414,982.5011540923732,14.614252594476168,11.77046696745332,0.5126465569790071,2.3311390700438426,0.15812978374476833,0.08416585263834443,98.53708432184648,NA,96.81279906711167,98.63559194438531,1.3644080556146845,NA,NA,NA,NA,NA,NA,8.054101221640488,15.951134380453752,49.89059080962801,29.605263157894733,13.596491228070176,7.236842105263158,385222,NA,NA,NA,NA,NA,NA,201,62,33,397904,392083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386353,5730,379966,5256,4615,914,389,456,458,135,254,60,2,32,1
Utah,2009,1.3093591516828031,978.8842784693406,11.784232365145229,8.224988473951129,0.07376671277086215,3.4854771784232366,1.0511756569847857,0.5532503457814661,98.45486237199506,NA,96.37591691480863,98.99020346646572,1.009796533534288,NA,NA,NA,NA,NA,NA,6.979655712050078,29.577464788732392,37.56613756613756,43.66197183098591,80.28169014084507,42.25352112676056,53080,NA,NA,NA,NA,NA,NA,4,57,30,55076,54225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53586,639,52544,536,446,189,108,71,118,31,77,57,0,30,0
Vermont,2009,1.0681858643403952,967.9544240697882,9.43564180167349,5.162898344311911,3.204557593021186,1.0681858643403952,0.8901548869503294,0.35606195478013175,97.24722991689751,NA,94.1308864265928,99.1907301820857,0.809269817914291,NA,NA,NA,NA,NA,NA,5.471698113207547,11.320754716981133,100,33.33333333333333,83.33333333333334,33.33333333333333,5437,NA,NA,NA,NA,NA,NA,18,5,2,5776,5617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5564,53,5393,44,29,6,2,6,0,2,0,5,0,2,0
Virginia,2009,0.9752311198240603,985.112798415747,10.419050841385623,7.911313676123756,0.4478102080824767,2.0599269571793926,0.6468369672302441,0.2388321109773209,97.5043906036231,NA,96.05282308535722,99.24035032780095,0.7596496721990443,NA,NA,NA,NA,NA,NA,7.593123209169055,19.770773638968482,47.34299516908212,37.755102040816325,66.3265306122449,24.489795918367346,98993,NA,NA,NA,NA,NA,NA,45,65,24,103061,100489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99442,1047,98241,752,795,207,117,98,109,37,80,42,23,17,7
Washington,2009,1.4509187119743467,936.4887767170221,20.459173098260116,14.935927917382982,1.0607556969896486,4.462489483887486,0.3292000438933392,0.14631113061926188,91.94730941704036,NA,86.10762331838565,98.16946151442558,1.8305384855744191,NA,NA,NA,NA,NA,NA,7.300357568533969,21.811680572109655,32.51366120218579,42.016806722689076,22.689075630252102,10.084033613445378,76808,NA,NA,NA,NA,NA,NA,87,27,12,89200,82017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80339,1678,75402,1406,1225,366,182,119,247,50,132,27,0,12,0
West Virginia,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wisconsin,2009,1.2764646331264582,984.2129201696084,9.316724621095412,2.5529292662529164,0.3081121528236278,6.455683202018868,1.1004005457986707,0.8069604002523585,97.88593833029341,NA,96.34060520760028,99.13239218258524,0.8676078174147672,NA,NA,NA,NA,NA,NA,2.740157480314961,69.29133858267717,19.772727272727273,54.02298850574713,86.20689655172413,63.2183908045977,67081,NA,NA,NA,NA,NA,NA,21,75,55,69629,68157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67522,635,66499,582,174,440,343,87,353,47,296,75,0,55,0
Wyoming,2009,2.6847534265931894,988.4131694220715,6.499929348594037,1.5543309311855307,0.5652112477038292,4.380387169704677,2.260844990815317,2.11954217888936,97.80265339966833,NA,96.66943062465451,99.39957112223017,0.6004288777698357,NA,NA,NA,NA,NA,NA,2.391304347826087,67.3913043478261,61.29032258064516,68.42105263157895,84.21052631578947,78.94736842105263,6995,NA,NA,NA,NA,NA,NA,4,16,15,7236,7077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7031,46,6953,42,11,31,22,19,12,13,9,13,3,13,2
US,2009,1.2956662988843939,938.649064198439,15.963027665399862,6.547290670589677,2.469504719872502,6.946232274937681,0.8798680070287279,0.582832740795227,97.42403676641655,NA,91.44698094123122,98.66960496023427,1.3303950397657347,NA,NA,NA,NA,NA,NA,4.101534375449993,43.51450376793971,18.65279258741773,53.282081608515675,67.90853538340232,44.983244628425,3675149,NA,NA,NA,NA,NA,NA,9669,3445,2282,4018885,3915360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3852859,62501,3626255,48894,25635,27197,18603,5073,22124,2703,15900,3224,221,2209,73
State average,2009,1.4729656017509076,913.7157127339614,20.14225429713507,8.922801843089706,1.7279234645315626,8.83763974189821,0.9701671500051231,0.65611676710082,96.6733068889294,NA,88.22717515675983,94.01427523656801,5.9857247634319855,NA,NA,NA,NA,NA,NA,4.563720546989906,45.01109256789146,31.50223234185608,51.10501252301349,63.94021186018649,41.845501198483774,78087.72340425532,NA,NA,NA,NA,NA,NA,87.2,74.80434782608695,49.52173913043478,85382.53191489361,83193.29787234042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81869.53191489361,1323.7659574468084,77053.10638297872,1034.6170212765958,564.7555555555556,603.8222222222222,413,112.57777777777778,491.24444444444447,59.955555555555556,353.0444444444444,70,4.804347826086956,47.93478260869565,1.5869565217391304
State median,2009,1.4363585438197082,978.8842784693406,15.04049363671423,7.190786745579975,1.0607556969896486,5.433668238671315,0.9004800578710186,0.5522525247110719,98.13251170120188,NA,96.05282308535722,98.61563361413516,1.384366385864844,NA,NA,NA,NA,NA,NA,5.113168724279835,40.184453227931485,25,50,75,42.73504273504273,54364,NA,NA,NA,NA,NA,NA,58,43.5,30,61317,55886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53717,972,52544,809,430,366,186,77,244,37,120,42,0,28.5,0
State SD,2009,0.5812514054697859,239.56970403464666,13.990225704392195,7.938908472705624,1.940588731513343,8.504760703095243,0.6354496353994943,0.5152612192980137,7.015443055406248,NA,24.11211083786946,20.31252280957894,20.31252280957894,NA,NA,NA,NA,NA,NA,2.4758369638320983,23.95360181609867,24.582640281934353,16.115641213998945,28.993360098820066,23.282219579328075,95310.92092056492,NA,NA,NA,NA,NA,NA,94.49377083846706,122.11881637982601,95.08189198567138,97582.19635814968,95961.31306551181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95197.9625373064,1211.2628374653484,94683.54855453898,1114.0070945288003,752.2834075350362,679.0105196965551,541.9056023129691,148.86685461861686,628.8198237230365,93.48382348045705,520.2909131855316,121.8769871632869,16.227027612005006,95.39424678061344,5.717715499340708
Alabama,2010,NA,1000,54.22333571939871,NA,NA,NA,NA,NA,95.05664614023746,NA,95.05664614023746,94.57766642806013,5.4223335719398715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55880,NA,NA,NA,NA,NA,NA,NA,NA,NA,58786,55880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52850,3030,52850,3030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alaska,2010,1.8765246762994932,985.5507599924939,22.236817414148994,16.51341715143554,2.908613248264215,2.81478701444924,1.125914805779696,0.844436104334772,94.69569080408708,NA,93.32741003998223,97.83891850723533,2.1610814927646613,NA,NA,NA,NA,NA,NA,7.4261603375527425,12.658227848101266,66.66666666666666,85,60,45,10504,NA,NA,NA,NA,NA,NA,31,12,9,11255,10658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10421,237,10277,227,176,30,21,20,10,17,4,12,0,9,0
Arizona,2010,1.6843756849986733,983.6754000392251,10.037033191430451,5.733799420851648,0.5653041682529794,3.737929602325823,1.2575133538688725,0.40378869160927094,98.38706015891033,NA,96.78093076049943,99.17198348658285,0.8280165134171515,NA,NA,NA,NA,NA,NA,5.712643678160919,37.24137931034483,45.06172839506173,43.15068493150685,74.65753424657534,23.972602739726025,85264,NA,NA,NA,NA,NA,NA,49,109,35,88100,86679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85809,870,84558,706,497,324,164,146,178,63,101,46,63,35,0
Arkansas,2010,0.8161044613710555,969.3688792165397,15.587595212187159,12.731229597388465,1.088139281828074,1.7682263329706203,0.40805223068552776,0.02720348204570185,97.91699962708434,NA,94.91769218475308,98.60245832631756,1.3975416736824382,NA,NA,NA,NA,NA,NA,8.167539267015707,11.343804537521814,46.15384615384615,50,50,3.3333333333333335,35634,NA,NA,NA,NA,NA,NA,40,15,1,37542,36760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36187,573,35136,498,468,65,35,30,35,15,20,15,0,1,0
California,2010,1.8286161625946185,994.5398509826093,6.239040658539044,1.1307766973017532,1.1307766973017532,3.9774872639355374,1.5992978113935636,1.1722912263984961,98.99526596879336,NA,98.45473706458753,99.49412127175327,0.5058787282467178,NA,NA,NA,NA,NA,NA,1.8124207858048162,63.751584283903675,45.97415506958251,67.02702702702703,87.45945945945945,64.10810810810811,503085,NA,NA,NA,NA,NA,NA,572,809,593,510981,505847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502691,3156,500540,2545,572,2012,1135,925,1087,620,515,809,0,593,0
Colorado,2010,1.8220421930762398,986.9746570494963,35.02537306690358,7.483925371561083,0,27.541447695342498,1.3401797949073169,1.0841903958800765,98.15540151056062,NA,96.87689374344119,96.5595630416209,3.440436958379104,NA,NA,NA,NA,NA,NA,2.1367153912295787,78.63284608770421,6.61563696008748,98.34710743801654,73.55371900826447,59.50413223140496,65544,NA,NA,NA,NA,NA,NA,0,89,72,67657,66409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64083,2326,63289,2255,497,1829,1804,121,1708,119,1685,89,0,72,0
Connecticut,2010,1.7775454188994904,15.73650503202196,16.75597961050843,4.443863547248726,1.0717553261011632,11.240360737158543,1.176316821330545,1.0456149522938178,99.26308414852487,NA,1.5620540231972806,0,100,NA,NA,NA,NA,NA,NA,2.6521060842433695,67.08268330733229,15.813953488372093,73.52941176470588,66.17647058823529,58.82352941176471,602,NA,NA,NA,NA,NA,NA,41,45,40,38539,38255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37614,641,0,602,170,430,383,68,362,50,333,45,0,40,0
Delaware,2010,0.9527934170636639,931.8319618882633,62.97098310957125,11.953226504980512,3.0316154179298396,47.98614118666089,NA,NA,98.7258423122969,NA,91.99589533093895,94.08812046848857,5.911879531511433,NA,NA,NA,NA,NA,NA,1.8982118294360384,76.20357634112793,1.9855595667870036,27.27272727272727,NA,NA,10758,NA,NA,NA,NA,NA,NA,35,NA,NA,11694,11545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10818,727,10122,636,138,554,455,11,543,3,452,NA,NA,NA,NA
District of Columbia,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida,2010,0.8804648080151324,971.1913849904938,7.232389494410016,4.687749444871776,0.672442902824744,1.872197146713496,0.5611753721415129,0.42088152910613474,96.08919589814153,NA,93.32099924693895,99.40374787052811,0.596252129471891,NA,NA,NA,NA,NA,NA,6.481605351170568,25.88628762541806,47.02842377260982,48.35164835164835,63.73626373626373,47.8021978021978,200754,NA,NA,NA,NA,NA,NA,139,116,87,215122,206709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205214,1495,199557,1197,969,387,227,182,205,88,139,116,0,87,0
Georgia,2010,1.6771999908516364,983.8683855425361,6.914638144101974,1.0978036303756165,0.6937509053068133,5.1230836084195435,1.4637381738341555,0.5641490878319141,99.35541046189272,NA,97.75264728605838,99.59629615280306,0.4037038471969316,NA,NA,NA,NA,NA,NA,1.587651598676957,74.090407938258,32.73809523809524,46.81818181818182,87.27272727272727,33.63636363636363,129055,NA,NA,NA,NA,NA,NA,91,192,74,132022,131171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130264,907,128534,521,144,672,388,220,452,103,285,96,96,41,33
Hawaii,2010,3.2878779712175925,979.3564383118634,14.714601412170538,4.743168220772921,1.0240931385759715,8.947340052821646,2.533283027003719,1.1857920551932302,97.95670538542767,NA,95.93453009503696,98.81122729774353,1.1887727022564667,NA,NA,NA,NA,NA,NA,3.2234432234432235,60.8058608058608,36.74698795180723,42.62295081967213,77.04918032786885,36.0655737704918,18170,NA,NA,NA,NA,NA,NA,19,47,22,18940,18553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18280,273,17954,216,88,166,65,61,105,26,39,47,0,22,0
Idaho,2010,1.941568047337278,971.5236686390533,44.702292899408285,15.07026627218935,0.8783284023668639,28.753698224852073,1.386834319526627,1.201923076923077,99.45289871730036,NA,96.62084501861983,95.61286638751427,4.387133612485726,NA,NA,NA,NA,NA,NA,3.3712512926577043,64.32264736297827,6.752411575562702,69.04761904761905,71.42857142857143,61.904761904761905,21016,NA,NA,NA,NA,NA,NA,19,30,26,21751,21632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20665,967,20094,922,326,622,530,42,580,29,501,29,1,25,1
Illinois,2010,1.3373411907336006,970.1472950087177,11.448640473943719,6.461732669245527,0.46244508464619827,4.524462720051994,1.262350095926109,0.9186409113917723,99.32343941058538,NA,96.35836607514167,99.08401077028124,0.9159892297187617,NA,NA,NA,NA,NA,NA,5.644104803493449,39.519650655021834,29.55801104972376,45.794392523364486,94.39252336448598,68.69158878504673,155242,NA,NA,NA,NA,NA,NA,74,202,147,161109,160019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158187,1832,153820,1422,1034,724,501,214,510,98,403,202,0,147,0
Indiana,2010,1.6202752049527218,987.7632947208048,26.238785035428407,4.498077434644869,2.116031051244226,19.62467654953931,1.1245193586612172,0.5562138763270538,97.45813643809143,NA,96.2655699454389,97.48684049455257,2.513159505447423,NA,NA,NA,NA,NA,NA,1.7142857142857144,74.7926267281106,8.256315465187923,62.68656716417911,69.40298507462687,34.32835820895522,81690,NA,NA,NA,NA,NA,NA,175,93,46,84859,82702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80532,2170,79637,2053,372,1623,1087,134,1489,84,1003,93,0,46,0
Iowa,2010,1.6548463356973995,986.0257420541109,16.968741791436827,9.324927764644077,1.8649855529288153,5.778828473863935,1.12949829261886,0.9718938796952981,98.62438796922359,NA,97.24618533198623,98.380307954606,1.6196920453940007,NA,NA,NA,NA,NA,NA,5.495356037151703,34.05572755417957,28.636363636363637,68.25396825396825,68.25396825396825,58.730158730158735,37538,NA,NA,NA,NA,NA,NA,71,43,37,38601,38070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37424,646,36930,608,355,220,134,63,157,43,91,43,0,37,0
Kansas,2010,1.7313694888802185,977.0776433866563,13.338860710105346,5.925673039406945,0.9998049161139291,6.413382754584472,0.9998049161139291,0.8047210300429185,98.56744543793866,NA,96.30804730314392,98.89437955475692,1.1056204452430867,NA,NA,NA,NA,NA,NA,4.442413162705668,48.08043875685558,26.996197718631176,53.52112676056338,57.74647887323944,46.478873239436616,40068,NA,NA,NA,NA,NA,NA,41,41,33,41604,41008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40461,547,39625,443,243,263,175,71,192,38,137,41,0,33,0
Kentucky,2010,1.5113814394986638,940.2451386968943,43.49829508801032,8.681227536632568,0.36862961938991795,34.44843793198783,0.7925536816883236,0.4423555432679016,99.30084009004887,NA,93.36713216318611,95.61876384451023,4.381236155489778,NA,NA,NA,NA,NA,NA,1.9957627118644066,79.19491525423729,4.387372926698769,56.09756097560976,52.4390243902439,29.268292682926827,51013,NA,NA,NA,NA,NA,NA,20,43,24,54637,54255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51895,2360,48778,2235,471,1869,1604,82,1787,46,1558,42,1,24,0
Louisiana,2010,0.9860779168686176,0,49.437601323684255,16.696471846639813,2.7409623451941236,30.000167131850315,0.8189460665519027,0.6016746611401735,96.25488650439986,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3.3772819472616633,60.68289384719405,3.286908077994429,0,83.05084745762711,61.016949152542374,0,NA,NA,NA,NA,NA,NA,164,49,36,62161,59833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56875,2958,0,0,999,1795,0,59,1736,0,0,48,1,35,1
Maine,2010,1.3597824348104304,984.1625339945609,15.51751719724844,3.839385698288274,1.1998080307150856,10.478323468245081,0.639897616381379,0.39993601023836184,97.58039338120513,NA,96.03496721823291,98.48016905071522,1.5198309492847855,NA,NA,NA,NA,NA,NA,2.4742268041237114,67.5257731958763,12.977099236641221,52.94117647058824,47.05882352941176,29.411764705882355,12304,NA,NA,NA,NA,NA,NA,15,8,5,12812,12502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12308,194,12117,187,48,131,94,17,114,9,85,6,2,4,1
Maryland,2010,0.8964781216648879,982.5827107790822,13.717538242618284,5.948061188189257,2.2198505869797223,5.549626467449306,0,0,99.01652741183267,NA,97.29192791624985,98.81247194102909,1.1875280589709056,NA,NA,NA,NA,NA,NA,4.336099585062241,40.45643153526971,16.153846153846153,52.38095238095239,0,0,69051,NA,NA,NA,NA,NA,NA,156,0,0,70973,70275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69311,964,68231,820,418,390,233,63,327,33,200,0,0,0,0
Massachusetts,2010,2.6273074912652343,987.0697955927261,16.699221436628243,0.48144378112190156,1.664419929021431,14.55335772648491,2.049574953918952,1.403064733555256,99.20578602620087,NA,97.92303493449782,98.39878480448174,1.6012151955182699,NA,NA,NA,NA,NA,NA,0.2883031301482702,87.1499176276771,18.052930056710775,73.82198952879581,78.01047120418848,53.403141361256544,71758,NA,NA,NA,NA,NA,NA,121,149,102,73280,72698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71484,1214,70609,1149,35,1058,925,191,867,141,784,147,2,102,0
Michigan,2010,1.2884522467386053,966.4376084894687,13.698752706644477,7.45333834398096,0.832125409352016,5.413288953311501,0.39369374205901825,0.1789517009359174,98.23589905861878,NA,94.93886735402438,98.92325781633352,1.0767421836664783,NA,NA,NA,NA,NA,NA,5.440888308295232,39.5166557805356,23.801652892561982,58.333333333333336,30.555555555555557,13.88888888888889,108011,NA,NA,NA,NA,NA,NA,93,44,20,113769,111762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110231,1531,106848,1163,833,605,342,144,461,84,258,44,0,20,0
Minnesota,2010,1.6858329821181288,973.9599012583539,11.891143356011801,6.231561201758083,0.7224998494791981,4.93708230477452,0.827864410861581,0.5268228069119153,97.30363079807256,NA,94.76983464417007,98.83936574660773,1.1606342533922664,NA,NA,NA,NA,NA,NA,5.2405063291139244,41.51898734177215,34.146341463414636,68.75,49.107142857142854,31.25,64706,NA,NA,NA,NA,NA,NA,48,55,35,68277,66436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65646,790,63955,751,414,328,227,112,216,77,150,55,0,35,0
Mississippi,2010,1.980499695307739,0,14.193581149705464,0.8125126955108674,1.7011984562258786,11.67986999796872,1.4726792606134471,0.6601665651025798,98.49939975990397,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.5724508050089445,82.28980322003578,16.956521739130434,48.717948717948715,74.35897435897436,33.33333333333333,0,NA,NA,NA,NA,NA,NA,67,58,26,39984,39384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38825,559,0,0,32,460,313,78,382,38,275,58,0,26,0
Missouri,2010,1.3172800800906288,982.980741365229,16.689938614748268,7.429459651711147,0.40835682482809493,8.852122138209026,1.0801696656743158,0.5400848328371579,98.1549242962982,NA,96.48440025342315,98.43611803489587,1.5638819651041247,NA,NA,NA,NA,NA,NA,4.4514601420678765,53.03867403314917,14.880952380952381,59,82,41,74622,NA,NA,NA,NA,NA,NA,31,82,41,77341,75914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74647,1267,73455,1167,564,672,494,100,572,59,435,82,0,41,0
Montana,2010,2,984.3478260869565,18.08695652173913,15.565217391304348,0.08695652173913045,2.434782608695652,1.217391304347826,0.8695652173913044,95.31703273932864,NA,93.8251139660174,98.28621908127208,1.7137809187279152,NA,NA,NA,NA,NA,NA,8.605769230769232,13.461538461538462,82.14285714285714,21.73913043478261,60.86956521739131,43.47826086956522,11320,NA,NA,NA,NA,NA,NA,1,14,10,12065,11500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11292,208,11126,194,179,28,10,23,5,5,5,9,5,8,2
Nebraska,2010,1.6897730327585545,0,10.100234263988632,4.147624716770998,1.6513691001958601,4.301240447021775,1.1521179768808325,0,99.20374885705577,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,4.106463878326997,42.585551330798474,39.285714285714285,0,68.18181818181817,0,0,NA,NA,NA,NA,NA,NA,43,30,0,26248,26039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25776,263,0,0,108,112,0,44,68,0,0,30,0,0,0
Nevada,2010,0.7264274298997531,0,24.20456196425977,19.991282870841204,0.1452854859799506,4.067993607438616,0.4067993607438617,0.3196280691558913,99.62367925893761,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,8.259303721488596,16.80672268907563,17.857142857142858,44,56.00000000000001,44,0,NA,NA,NA,NA,NA,NA,5,14,11,34545,34415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33582,833,0,0,688,140,80,25,115,11,69,14,0,11,0
New Hampshire,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey,2010,0.9137569017808539,975.3674469243332,9.69165564973948,4.393809783031339,1.205381444902403,4.092464421805739,0.5832490862430982,0.32078699743370404,99.14704550054454,NA,96.70480063995683,99.28541529629851,0.714584703701489,NA,NA,NA,NA,NA,NA,4.533600802407221,42.226680040120364,22.327790973871732,53.191489361702125,63.829787234042556,35.1063829787234,100338,NA,NA,NA,NA,NA,NA,124,60,33,103757,102872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101875,997,99621,717,452,421,291,94,327,50,241,60,0,33,0
New Mexico,2010,2.816306414137858,988.2419207209743,60.6209955643174,4.154051960853341,5.632612828275716,50.83433077518834,1.830599169189608,0.9857072449482505,52.55115255115255,NA,51.93325193325193,93.97264177828441,6.0273582217155885,NA,NA,NA,NA,NA,NA,0.6852497096399536,83.85598141695702,5.540166204986149,80,65,35,14036,NA,NA,NA,NA,NA,NA,80,26,14,27027,14203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13342,861,13190,846,59,722,674,40,682,32,642,20,6,11,3
New York,2010,NA,967.1456531557905,9.5643955235116,NA,NA,NA,NA,NA,99.43734951282703,NA,96.17040034266371,99.40672835769264,0.5932716423073597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231260,NA,NA,NA,NA,NA,NA,NA,NA,NA,240469,239116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236829,2287,229888,1372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Carolina,2010,1.6497068095323653,975.7362429152442,7.88102510494422,2.768567368472633,1.7722097904382341,3.3402479460333536,1.3066984629959328,0.8983551933097038,99.49458835765593,NA,97.080475834498,99.28939108600126,0.7106089139987445,NA,NA,NA,NA,NA,NA,3.5129533678756477,42.38341968911917,49.38875305623472,52.475247524752476,79.20792079207921,54.45544554455446,119475,NA,NA,NA,NA,NA,NA,217,160,110,123068,122446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121481,965,118626,849,339,409,228,202,207,106,122,130,30,89,21
