State,Year,HLp,Tscr1r,NPr,LTFdiar,Dr,TDia3r,EIr,EI6r,PerTscr,PerTNscr,PerTscr1,PerPas1,PerNotPas1,PerPIS,PerNPIS,PerReferToOPS,PerReferStDia,PerOPS,PerNPOS,PerLTFscr,PerD,PerDHL,PerHL3,PerTDia3,PerLTFdia,PerEI,PerEI6,PerLTFei,Tscr1,PIS,NPIS,ReferToOPS,OPS,POS,NPOS,EI,EI6,Birth,Tscr,TNscr,NoInPaOut,NoInReOut,PaInPaOut,PaInReOut,PaInNoOut,ReInPaOut,ReInReOut,ReInNoOut,ReInStDia,TotPas,TotNotPas,TotPas1,TotNotPas1,TotNotPasNoscr,NoscrStDia,LTFscr,TDia,TDia3,HL,NHL,HL3,NHL3,LTFdia,ToEnrEIPC,ToEnrEINPC,ToEnrEI6PC,ToEnrEI6NPC,LTFei
Palau,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pennsylvania,2007,1.0726624317396634,0,9.633065864259445,1.5323749024852333,6.846929677922657,4.527471302797281,1.0726624317396634,0.703499387050039,95.71136192425384,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.07736804049168,15.666327568667345,48.701298701298704,46.99927693420101,15.907447577729572,100,65.5844155844156,142.85714285714286,0,NA,NA,NA,NA,NA,NA,154,101,150001,143568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142185,1383,0,0,NA,NA,NA,983,650,154,829,75,575,220,119,35,86,15,0
Puerto Rico,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhode Island,2007,1.0668292311209329,978.5872132896442,15.469023851253525,1.2954354949325613,13.640173740760497,12.725748685513983,0.8382229673093042,0.5334146155604664,98.63950691521347,NA,96.52736019242333,98.87867933343716,1.1213206665628406,NA,NA,NA,NA,NA,NA,NA,88.17733990147784,7.82122905027933,64.28571428571429,82.26600985221675,8.374384236453201,78.57142857142857,50,121.42857142857142,12842,NA,NA,NA,NA,NA,NA,11,7,13304,13123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12920,203,12698,144,NA,NA,NA,179,167,14,165,9,158,17,10,1,7,0,0
South Carolina,2007,1.3422125858241702,987.2661882883348,37.289418890781754,8.621134685870631,17.035775127768314,0.7399377075697349,0.8087691222273845,0.4646120489391358,96.52199910309433,NA,95.292906140482,96.22296202046259,3.777037979537413,NA,NA,NA,NA,NA,NA,NA,45.68527918781726,7.878787878787878,55.12820512820513,1.9843101061375175,23.119520073834796,60.256410256410255,34.61538461538461,642.3076923076924,57373,NA,NA,NA,NA,NA,NA,47,27,60207,58113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55946,2167,55206,2167,NA,NA,NA,990,43,78,912,43,0,501,47,0,27,0,0
South Dakota,2007,0.6339144215530903,979.5562599049128,27.57527733755943,24.32646592709984,1.347068145800317,0.7923930269413629,0,0,98.47834568864612,NA,96.46507998439328,97.35479695842096,2.645203041579032,NA,NA,NA,NA,NA,NA,NA,4.885057471264368,47.05882352941176,62.5,2.8735632183908044,88.2183908045977,0,0,3837.5,12362,NA,NA,NA,NA,NA,NA,0,0,12815,12620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12272,348,12035,327,NA,NA,NA,17,10,8,9,5,5,307,0,0,0,0,8
Tennessee,2007,0.6102230305350819,986.1084521872308,43.038671388915475,13.233464152388244,28.955681056762707,24.55250311094094,0.3828850387671102,0.28716377907533264,91.0205726358894,NA,89.75615599917231,95.78596129345385,4.214038706546138,NA,NA,NA,NA,NA,NA,NA,67.2782874617737,2.1074380165289255,56.86274509803921,57.04753961634695,30.747845426744508,62.745098039215684,47.05882352941176,2168.6274509803925,82415,NA,NA,NA,NA,NA,NA,32,24,91821,83576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79979,3597,78942,3473,NA,NA,NA,2420,2052,51,2369,29,2023,1106,29,3,24,0,12
Texas,2007,0.6568144499178982,980.7395730706075,16.782922824302137,14.707389162561576,1.6735632183908047,0.9405582922824303,0.2049261083743842,0.08144499178981938,98.4173074834646,NA,96.52174812409177,98.45617663289525,1.5438233671047485,NA,NA,NA,NA,NA,NA,NA,9.971822166562303,39.24646781789639,42.8,5.604257983719474,87.63306199123356,31.2,12.4,2239.2,373294,NA,NA,NA,NA,NA,NA,78,31,386746,380625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374237,6388,367531,5763,NA,NA,NA,637,358,250,387,107,251,5598,63,15,20,11,156
Utah,2007,1.2156841398581097,979.4603813982183,14.64264329649992,9.126703318636256,3.211583473953514,1.8144539400867308,0.8890824306424981,0.4536134850216827,97.85688920454545,NA,95.84694602272728,98.74956003038106,1.25043996961894,NA,NA,NA,NA,NA,NA,NA,21.933085501858738,37.85310734463277,50.74626865671642,12.391573729863694,62.32961586121437,73.13432835820896,37.3134328358209,750.7462686567164,53981,NA,NA,NA,NA,NA,NA,49,25,56320,55113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54306,807,53306,675,NA,NA,NA,177,100,67,110,34,66,503,49,0,25,0,12
Vermont,2007,1.9733596447952642,965.7950994902154,8.057885216247328,5.097845749054431,1.9733596447952642,0.657786548265088,1.808913007728992,0.657786548265088,97.92270531400966,NA,94.573268921095,99.50621488166185,0.49378511833815764,NA,NA,NA,NA,NA,NA,NA,24.489795918367346,100,33.33333333333333,8.16326530612245,63.26530612244898,91.66666666666666,33.33333333333333,258.33333333333337,5873,NA,NA,NA,NA,NA,NA,11,4,6210,6081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6032,49,5844,29,NA,NA,NA,12,4,12,0,4,0,31,11,0,4,0,0
Virgin Islands,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virginia,2007,1.1630765739357376,996.2176371579326,20.670612931898557,3.924201448644969,14.183860657752899,10.439321444106133,0.8983111749910169,0.7281048470979821,96.22222626608192,NA,95.8582788928721,98.07506122216527,1.9249387778347287,NA,NA,NA,NA,NA,NA,NA,68.6184812442818,8.200000000000001,45.52845528455284,50.503202195791395,18.98444647758463,77.23577235772358,62.601626016260155,337.3983739837398,105354,NA,NA,NA,NA,NA,NA,95,77,109906,105754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103568,2186,103326,2028,NA,NA,NA,1500,1104,123,1377,56,1048,415,42,53,30,47,23
Washington,2007,1.5352560587783748,938.199851348223,26.367413580923834,18.65457957134676,5.190627627298315,3.094881261346883,0,0,95.57920970803686,NA,89.67240034006079,97.55061754048754,2.4493824595124614,NA,NA,NA,NA,NA,NA,NA,19.68576709796673,29.577464788732392,54.761904761904766,11.737523105360443,70.74861367837339,0,0,1215.079365079365,76999,NA,NA,NA,NA,NA,NA,0,0,85867,82071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79907,2164,75113,1886,NA,NA,NA,426,254,126,300,69,185,1531,0,0,0,0,126
West Virginia,2007,0.3982675362174541,967.4416289142231,3.2857071737939965,0.14935032608154528,3.0865734056852694,1.9415542390600886,0.3982675362174541,0.2489172101359088,91.65031710544326,NA,88.66633207099511,99.87135285339372,0.12864714660628826,NA,NA,NA,NA,NA,NA,NA,93.93939393939394,12.903225806451612,37.5,59.09090909090909,4.545454545454546,100,62.5,37.5,19433,NA,NA,NA,NA,NA,NA,8,5,21917,20087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20021,66,19408,25,NA,NA,NA,62,39,8,54,3,36,3,8,0,5,0,0
Wisconsin,2007,1.4192327541716843,984.6608177074374,15.382189345719365,9.232180744308733,4.358048053214061,2.480073398704054,0.5160846378806124,0.35839210963931417,97.70158410017228,NA,96.20292169138759,98.56448184491745,1.4355181550825495,NA,NA,NA,NA,NA,NA,NA,28.33178005591799,32.56578947368421,42.42424242424242,16.123019571295433,60.01863932898416,36.36363636363637,25.252525252525253,650.5050505050506,68686,NA,NA,NA,NA,NA,NA,36,25,71397,69756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68683,1073,67700,986,NA,NA,NA,304,173,99,205,42,131,644,36,0,25,0,53
Wyoming,2007,2.6477146042363433,989.6878483835005,5.992196209587514,1.5328874024526198,3.483835005574136,2.926421404682274,1.3935340022296545,0.9754738015607581,98.76135425268373,NA,97.74291219377925,99.42269783159674,0.5773021684032666,NA,NA,NA,NA,NA,NA,NA,58.139534883720934,76,89.47368421052632,48.837209302325576,25.581395348837212,52.63157894736842,36.84210526315789,57.89473684210527,7102,NA,NA,NA,NA,NA,NA,10,7,7266,7176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7133,43,7061,41,NA,NA,NA,25,21,19,6,17,4,11,10,0,7,0,1
US,2007,1.0252274704768862,809.7934032141927,19.52983606224177,8.402680655990153,7.680537924598854,5.096845138942235,0.6115496806401485,0.37153287049643424,96.99356391151828,NA,78.54474820978169,98.25888698101758,1.741113018982417,NA,NA,NA,NA,NA,NA,NA,39.32720121213976,13.34838107098381,51.22448979591837,26.097736420820645,43.02483968227245,59.650145772594755,36.23906705539358,819.591836734694,2709244,NA,NA,NA,NA,NA,NA,2046,1243,3449300,3345599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3105353,65339,2662073,47171,NA,NA,NA,25696,17052,3430,22266,1757,15295,28112,1792,254,1058,185,1141
State/Territory average,2007,1.4215157299846368,846.5859813882583,22.509010616537424,11.482273222294667,8.254886690689927,5.031600653268925,0.8865465064964297,0.5735725086310818,96.70051114600733,NA,81.94394885965326,95.67787953906819,4.32212046093182,NA,NA,NA,NA,NA,NA,NA,40.48633665401681,33.295956718782534,49.60910287694953,26.695966720364808,48.1706579419955,59.02457982202021,37.26359354262663,1133.2603570945105,58896.608695652176,NA,NA,NA,NA,NA,NA,47.58139534883721,28.906976744186046,73389.36170212766,71182.9574468085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67507.67391304347,1420.4130434782608,57871.15217391304,1025.4565217391305,NA,NA,NA,584,387.54545454545456,77.95454545454545,506.04545454545456,39.93181818181818,347.6136363636364,638.9090909090909,41.674418604651166,5.906976744186046,24.6046511627907,4.3023255813953485,26.53488372093023
State/Territory median,2007,1.3694816512889139,977.4576638025519,20.0458138676257,10.245811819191625,4.54186830040161,2.671111613872876,0.8087691222273845,0.42736395580740133,97.92270531400966,NA,95.21203390648068,98.23292544665546,1.7670745533445404,NA,NA,NA,NA,NA,NA,NA,34.30009587727709,30.048472654106455,49.72378367900756,16.22337535492069,57.041011619958994,67.9245283018868,37.3134328358209,771.1398017736046,39899,NA,NA,NA,NA,NA,NA,35,24,56320,55113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53214.5,1110,38858.5,737,NA,NA,NA,240.5,130.5,66.5,157,36,82.5,397.5,29,0,20,0,13
State/Territory SD,2007,0.6755290246126023,331.564513081057,12.341606062921214,8.995470685459926,7.994308360168176,5.669406272758305,0.7005910815079759,0.5586844290406444,2.9894308213479106,NA,32.2176204180139,15.36660061503666,15.366600615036658,NA,NA,NA,NA,NA,NA,NA,27.858172111062043,25.27104989474011,23.744453279571015,24.5598903413834,29.027669225636863,32.31762528892928,26.85977940478366,1544.6480479581974,71315.13263333488,NA,NA,NA,NA,NA,NA,47.8893727937428,31.02442505778492,74349.34829176248,72756.64351496272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70611.95195686047,1510.4609535736206,70245.22068138393,1262.6253021475486,NA,NA,NA,853.8045089684662,722.657963887174,60.466002188988945,829.7333826344027,36.49491696194412,708.6495580248356,896.3616073205188,43.23453256601198,13.919520300793709,26.47473147027245,11.679316034525737,34.11210428740404
Alabama,2008,NA,1000,82.92997741206841,NA,NA,NA,NA,NA,87.91073708098908,NA,87.91073708098908,91.70700225879315,8.292997741206841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55782,NA,NA,NA,NA,NA,NA,NA,NA,63453,55782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51156,4626,51156,4626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alaska,2008,1.7740429505135387,965.546218487395,20.915032679738562,14.37908496732026,4.295051353874884,2.147525676937442,0.5602240896358543,0.09337068160597571,94.82071713147411,NA,91.55378486055777,98.03694033459045,1.9630596654095347,NA,NA,NA,NA,NA,NA,NA,20.535714285714285,41.30434782608695,36.84210526315789,10.267857142857142,68.75,31.57894736842105,5.263157894736842,810.5263157894736,10341,NA,NA,NA,NA,NA,NA,6,1,11295,10710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10486,224,10138,203,NA,NA,NA,46,23,19,27,7,16,154,6,0,1,0,13
American Samoa,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arizona,2008,1.409788838150112,981.2845423805,11.278310705200896,8.274847528272396,2.993247315782484,1.3893571158580813,1.2871985043979282,0.9296433642873927,97.8009351770442,NA,95.97054591959076,99.00577793972204,0.9942220602779658,NA,NA,NA,NA,NA,NA,NA,26.53985507246377,47.098976109215016,51.449275362318836,12.318840579710146,73.36956521739131,91.30434782608695,65.94202898550725,586.9565217391305,96055,NA,NA,NA,NA,NA,NA,126,91,100088,97887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96783,1104,95100,955,NA,NA,NA,293,136,138,155,71,65,810,79,47,53,38,1
Arkansas,2008,0.856297680211739,974.1034822772328,23.171934194820697,14.505163734495822,2.335357309668379,1.0119881675229643,0.5708651201411593,0.5708651201411593,97.5102474571125,NA,94.98507160568798,97.79968034096963,2.2003196590303675,NA,NA,NA,NA,NA,NA,NA,10.078387458006718,36.666666666666664,42.42424242424242,4.367301231802911,62.597984322508395,66.66666666666666,66.66666666666666,1693.9393939393938,37540,NA,NA,NA,NA,NA,NA,22,22,39522,38538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37645,893,36714,826,NA,NA,NA,90,39,33,57,14,25,559,22,0,22,0,10
California,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colorado,2008,1.6551094369774277,976.0294495334304,12.741489027765889,10.344433981108923,2.3970550466569644,1.9975458722141368,0.8560910880917729,0.727677424878007,99.37188957733699,NA,96.98989068326505,99.79095400988217,0.20904599011782593,NA,NA,NA,NA,NA,NA,NA,18.81298992161254,69.04761904761905,81.89655172413794,15.677491601343785,81.18701007838746,51.724137931034484,43.96551724137931,625,68406,NA,NA,NA,NA,NA,NA,60,51,70529,70086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69193,893,68263,143,NA,NA,NA,168,140,116,52,95,45,725,60,0,51,0,56
Commonwealth of the Northern Mariana Islands,2008,3.215434083601286,983.1189710610932,28.938906752411576,24.919614147909968,4.019292604501607,2.411575562700965,0.8038585209003215,0,98.65186360031721,NA,96.98651863600317,97.3834832379395,2.616516762060507,NA,NA,NA,NA,NA,NA,NA,13.88888888888889,80,75,8.333333333333332,86.11111111111111,25,0,775,1223,NA,NA,NA,NA,NA,NA,1,0,1261,1244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1208,36,1191,32,NA,NA,NA,5,3,4,1,3,0,31,1,0,0,0,0
Connecticut,2008,1.5963455965420696,10.290289306940421,11.493688295102903,2.1366471830640013,8.914976177611868,7.122157276880004,1.1788398251387593,0.7613340537354487,99.48204251160519,NA,1.023698998289763,0,100,NA,NA,NA,NA,NA,NA,NA,77.56410256410257,17.90633608815427,53.84615384615385,61.965811965811966,18.58974358974359,73.84615384615385,47.69230769230769,133.84615384615384,419,NA,NA,NA,NA,NA,NA,48,31,40930,40718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40250,468,0,419,NA,NA,NA,363,290,65,298,35,255,87,48,0,31,0,13
Delaware,2008,2.218876297646406,967.5885569379508,21.079324827640857,3.4075600285284096,15.611379665583643,0.47547349235280134,NA,NA,98.67844854551142,NA,95.48013762902721,98.61588861588861,1.3841113841113841,NA,NA,NA,NA,NA,NA,NA,74.06015037593986,14.213197969543149,21.428571428571427,2.2556390977443606,16.165413533834585,NA,NA,153.57142857142858,12210,NA,NA,NA,NA,NA,NA,NA,NA,12788,12619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12353,266,12041,169,NA,NA,NA,197,6,28,169,6,0,43,NA,NA,NA,NA,NA
District of Columbia,2008,1.1778563015312131,0,4.318806438947782,0,4.318806438947782,0.39261876717707106,0.9815469179426777,0.2944640753828033,70.26206896551724,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,27.27272727272727,33.33333333333333,9.090909090909092,0,83.33333333333334,25,0,0,NA,NA,NA,NA,NA,NA,10,3,14500,10188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10144,44,0,0,NA,NA,NA,44,4,12,32,4,0,0,10,0,3,0,1
Florida,2008,0.9845603043186395,864.4752741105392,19.13179682255538,8.704408144998881,9.433877825016783,6.62340568359812,0.778697695233833,0,96.5572970006525,NA,83.47139579201183,99.25038955929325,0.749610440706746,NA,NA,NA,NA,NA,NA,NA,49.30994152046784,10.436432637571158,51.81818181818182,34.619883040935676,45.49707602339181,79.0909090909091,0,884.0909090909091,193167,NA,NA,NA,NA,NA,NA,174,0,231417,223450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219175,4275,191719,1448,NA,NA,NA,2108,1480,220,1888,114,1366,1945,174,0,0,0,14
Georgia,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guam,2008,3.6569148936170213,944.4813829787234,32.579787234042556,25.26595744680851,6.316489361702128,5.319148936170213,3.6569148936170213,3.324468085106383,86.78592036930178,NA,81.96768609347951,97.36008447729672,2.6399155227032733,NA,NA,NA,NA,NA,NA,NA,19.387755102040817,57.89473684210527,90.9090909090909,16.3265306122449,77.55102040816327,100,90.9090909090909,690.9090909090909,2841,NA,NA,NA,NA,NA,NA,11,10,3466,3008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2910,98,2766,75,NA,NA,NA,19,16,11,8,10,6,76,11,0,10,0,0
Hawaii,2008,3.7037037037037037,990.4538341158059,11.945748565466875,2.7647365675534687,7.82472613458529,5.425143453312468,3.0255607720396456,1.98226395409494,98.58575469272306,NA,97.64463872460787,98.94664770632538,1.0533522936746194,NA,NA,NA,NA,NA,NA,NA,65.50218340611353,47.333333333333336,73.23943661971832,45.414847161572055,23.144104803493452,81.69014084507043,53.52112676056338,74.64788732394366,18987,NA,NA,NA,NA,NA,NA,58,38,19445,19170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18941,229,18787,200,NA,NA,NA,150,104,71,79,52,52,53,57,1,38,0,8
Idaho,2008,1.539119281744335,986.746472851646,42.967079948696025,11.970927746900385,23.899102180418982,17.699871740059855,1.496365968362548,0,94.78845842113795,NA,93.53217701410277,95.88821490467939,4.111785095320624,NA,NA,NA,NA,NA,NA,NA,55.62189054726369,6.440071556350627,80.55555555555556,41.19402985074627,27.860696517412936,97.22222222222221,0,777.7777777777777,23080,NA,NA,NA,NA,NA,NA,35,0,24676,23390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22385,1005,22131,949,NA,NA,NA,559,414,36,523,29,385,280,35,0,0,0,0
Illinois,2008,1.1573668151369552,971.4691544207905,10.159108710646606,6.283683466021348,3.0980020809221527,2.1686014566455065,1.1398309543015468,0.8008043114836507,99.28097634011735,NA,96.4484061352043,99.12393123822933,0.8760687617706698,NA,NA,NA,NA,NA,NA,NA,30.49482163406214,37.35849056603773,51.515151515151516,21.3463751438435,61.85270425776754,98.48484848484848,69.1919191919192,542.929292929293,166197,NA,NA,NA,NA,NA,NA,195,137,172317,171078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169340,1738,164741,1456,NA,NA,NA,530,371,198,332,102,269,1075,195,0,137,0,2
Indiana,2008,1.5759262880609204,999.9539875536333,22.016955586486144,3.358908584772181,16.840555370227648,7.005394959336501,1.2193298287186685,0,97.29817453300055,NA,97.29369760596327,97.79820313129105,2.2017968687089464,NA,NA,NA,NA,NA,NA,NA,76.48902821316614,9.35792349726776,42.33576642335766,31.818181818181817,15.256008359456635,77.37226277372264,0,213.13868613138686,86929,NA,NA,NA,NA,NA,NA,106,0,89347,86933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85019,1914,85015,1914,NA,NA,NA,1464,609,137,1327,58,551,292,106,0,0,0,14
Iowa,2008,2.1063189568706115,953.1845536609829,27.73319959879639,14.568706118355067,7.973921765295888,4.438314944834504,1.1534603811434303,0.7271815446339017,98.46913580246913,NA,93.85925925925926,97.59555941388473,2.4044405861152764,NA,NA,NA,NA,NA,NA,NA,28.75226039783002,26.41509433962264,52.38095238095239,16.00361663652803,52.53164556962025,54.761904761904766,34.523809523809526,691.6666666666667,38013,NA,NA,NA,NA,NA,NA,46,29,40500,39880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38774,1106,37099,914,NA,NA,NA,318,177,84,234,44,133,581,46,0,29,0,34
Kansas,2008,1.3410603956128166,975.8130178648403,17.625365199482733,12.261123617031465,4.3344987786771405,2.7300158053546624,0.7663202260644666,0.5747401695483499,98.05339657642004,NA,95.68178082513444,98.5348974182782,1.4651025817218022,NA,NA,NA,NA,NA,NA,NA,24.592391304347828,30.939226519337016,58.92857142857143,15.489130434782608,69.56521739130434,57.14285714285714,42.857142857142854,914.2857142857142,40748,NA,NA,NA,NA,NA,NA,32,24,42587,41758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41022,736,40151,597,NA,NA,NA,181,114,56,125,33,81,512,32,0,24,0,23
Kentucky,2008,0.8331856053891155,938.751994327247,42.77610352774331,21.964190746321574,20.811912781421736,19.127814217337352,0.03545470661230279,0.03545470661230279,99.16323875821818,NA,93.08968814822627,98.97271268057784,1.0272873194221508,NA,NA,NA,NA,NA,NA,NA,48.653128885205135,4.003407155025554,27.659574468085108,44.716121011189394,51.34687111479486,4.25531914893617,4.25531914893617,2636.1702127659573,52955,NA,NA,NA,NA,NA,NA,2,2,56886,56410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53997,2413,52411,544,NA,NA,NA,1174,1079,47,1127,13,1066,1239,2,0,2,0,45
Louisiana,2008,1.0031847133757963,0,54.50636942675159,20.461783439490446,30.955414012738853,0,0.7324840764331211,0.07961783439490445,96.94200460011423,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.792287467134095,3.2407407407407405,0,0,37.54016944200993,73.01587301587301,7.936507936507936,2039.6825396825395,0,NA,NA,NA,NA,NA,NA,46,5,64781,62800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59377,3423,0,0,NA,NA,NA,1944,0,63,1881,0,0,1285,41,5,0,5,17
Maine,2008,1.3659128851115496,984.4437699195629,18.136287752314466,6.829564425557748,8.423129458187889,6.298376081347701,0.6829564425557748,0.45530429503718317,97.6148148148148,NA,96.09629629629629,98.32729515146843,1.6727048485315656,NA,NA,NA,NA,NA,NA,NA,46.44351464435147,16.216216216216218,61.111111111111114,34.72803347280335,37.65690376569037,50,33.33333333333333,500,12973,NA,NA,NA,NA,NA,NA,9,6,13500,13178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12939,239,12756,217,NA,NA,NA,111,83,18,93,11,72,90,5,4,3,3,7
Marshall Islands,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maryland,2008,1.8045319925614711,962.2563537433707,23.073214408705834,9.380811350643985,4.724843308767822,2.369309181073077,1.8045319925614711,0,97.2927695503585,NA,93.62058567312202,97.8927778970725,2.107222102927493,NA,NA,NA,NA,NA,NA,NA,20.477611940298505,38.19241982507289,44.274809160305345,10.26865671641791,40.65671641791045,100,0,519.8473282442749,69855,NA,NA,NA,NA,NA,NA,131,0,74615,72595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70920,1675,68383,1472,NA,NA,NA,343,172,131,212,58,114,681,131,0,0,0,0
Massachusetts,2008,2.6296262546051006,987.7110535428357,18.290222216436465,0.7680591535727769,16.363565356626786,15.41325487847742,2.017782522097973,1.3538669825689627,99.05991282593557,NA,97.84257086116628,98.25497871443069,1.7450212855693064,NA,NA,NA,NA,NA,NA,NA,89.4661921708185,16.070007955449483,83.66336633663366,84.27046263345196,4.199288256227758,76.73267326732673,51.48514851485149,29.207920792079207,75873,NA,NA,NA,NA,NA,NA,155,104,77546,76817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75412,1405,74549,1324,NA,NA,NA,1257,1184,202,1055,169,1015,59,155,0,104,0,40
Michigan,2008,1.053740779768177,970.2211142237871,14.272619017022626,8.601266202335363,4.720416013433053,2.6129344538966994,0.2998449373324081,0.18847396060894223,97.61904761904762,NA,94.71206115041731,98.80884054003938,1.1911594599606186,NA,NA,NA,NA,NA,NA,NA,33.073229291716686,22.323049001814883,53.65853658536586,18.30732292917167,60.26410564225691,28.455284552845526,17.88617886178862,816.260162601626,113251,NA,NA,NA,NA,NA,NA,35,22,119574,116727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115061,1666,111902,1349,NA,NA,NA,551,305,123,428,66,239,1004,35,0,22,0,79
