State,Year,HLp,NPr,LTFr,CLEARr,Dr,EIr,EI6r,PerTscr,PerTNscr,PerNPIS,PerReferOP,PerReDirDiag,PerOPS,PerNPOS,PerD,PerDHL,PerHL3,PerLTF,PerEI,PerEI6,NPIS,ReferOP,OPS,POS,NPOS,CLEAR,EI,EI6,Birth,Tscr,TNscr,NoInPaOut,NoInReOut,PaInPaOut,PaInReOut,PaInNoOut,ReInNoOut,ReInPaOut,ReInReOut,ReInStDia,Tdiag,TotPas,TotNotPas,HL,NHL,HL3,LTF,ToEnrEIPC,ToEnrEINPC,ToEnrEI6PC,ToEnrEI6NPC
Hawaii,2015,4.058129969838223,13.435700575815739,1.2613106663010694,0.9322731011790513,11.296956402522621,2.1935837674801206,1.7000274197970935,99.16793561018056,0.8320643898194474,4.304908143679737,110.828025477707,12.48407643312102,88.42975206611571,15.537383177570094,84.08163265306122,35.92233009708738,63.51351351351351,9.387755102040817,54.054054054054056,41.891891891891895,785,870,856,723,133,17,40,31,18388,18235,153,167,2,11,3,17267,14,545,128,98,205,17990,245,74,131,47,23,40,0,31,NA
Idaho,2015,2.8619452141916137,23.077272520783172,5.496751919320401,1.2719756507518285,16.35397265252351,1.7716803706900468,1.362831054376959,99.36803141786666,0.6319685821333454,2.612092854222505,71.47826086956522,57.913043478260875,37.634408602150536,15.714285714285714,70.86614173228347,17.5,79.36507936507937,23.818897637795274,61.904761904761905,47.61904761904761,575,411,280,236,44,28,39,30,22153,22013,140,38,12,112,7,21269,131,86,25,333,359,21505,508,63,296,50,121,39,0,30,0
Illinois,2015,1.844725671440473,11.19398050805993,4.820089657634784,0.9917879953981036,5.388714774996363,1.1835336745084037,0.8661615159810105,99.16727864036929,0.8327213596307176,3.2259557530315655,105.77987292477967,12.338593974175035,78.44872462259241,9.975669099756692,48.13939751919669,34.23312883435583,63.799283154121866,43.059657412876554,64.15770609318996,46.95340501792115,4879,5161,4521,4070,451,150,179,131,152512,151242,1270,326,82,425,51,145479,640,3319,318,602,814,149549,1693,279,535,178,729,179,0,131,NA
Indiana,2015,1.359087847589724,40.91696334071009,4.52227460790917,3.1872414124891755,33.21947464639661,0.9501587607043201,0.7456942172616184,98.99980948752143,1.0001905124785673,0,NA,NA,NA,NA,81.18753674309231,4.091238233164374,55.75221238938053,11.052322163433274,69.91150442477876,54.86725663716814,0,0,0,0,0,265,79,62,83984,83144,840,0,0,0,0,0,0,0,0,0,2761,79742,3402,113,2648,63,376,79,0,62,0
Iowa,2015,1.7406885959298606,14.94944323563292,2.0990656597977733,3.327787021630616,9.548188915909382,0.6399590426212722,0.40957378727761423,98.92127320148894,1.0787267985110531,5.255343658005888,98.63614223088165,10.813443740867024,82.51001335113484,10.302049622437973,63.869863013698634,18.230563002680967,51.470588235294116,14.04109589041096,36.76470588235294,23.52941176470588,2053,2025,1854,1663,191,130,25,16,39491,39065,426,183,11,0,0,36818,171,1480,180,222,372,38481,584,68,304,35,82,25,0,16,NA
Kansas,2015,1.4310461700685395,19.356782405663928,1.4812583163867339,1.3055158042730537,16.59511435816324,1.230197584795762,0.9289247068865958,98.96884162401233,1.0311583759876757,NA,NA,NA,NA,NA,85.73281452658884,8.623298033282904,68.42105263157895,7.652399481193256,85.96491228070175,64.91228070175438,NA,NA,NA,NA,NA,52,49,37,40246,39831,415,NA,NA,NA,NA,NA,NA,NA,NA,NA,660,39060,771,57,603,39,59,49,0,37,NA
Kentucky,2015,1.6893794346210158,29.057326275481472,4.655178886511244,1.2388782520554116,23.182040019521718,1.4078161955175132,0.9385441303450088,99.4827360833598,0.5172639166402121,3.1854187783909595,53.62404242781379,69.9469652327637,32.9518359561278,20.549927641099856,79.78036175710595,7.28744939271255,50,16.020671834625322,83.33333333333334,55.55555555555556,1697,910,691,549,142,66,75,50,53551,53274,277,0,NA,346,54,51177,219,203,88,1187,1234,51726,1548,90,1144,45,248,74,1,50,0
Louisiana,2015,1.3153773880363293,51.315377388036325,8.29940494832446,5.512057626057,37.51957406827435,1.0178515502662073,0.5793924209207642,98.69407310099683,1.3059268990031683,5.125274036955841,125.42010388023219,0,81.29110840438489,8.091099790230746,73.11565456209948,3.5058430717863103,5.952380952380952,16.173329264571255,77.38095238095238,44.047619047619044,3273,4105,3337,3067,270,352,65,37,64705,63860,845,255,8,522,47,59795,768,2290,215,0,2395,60583,3277,84,2311,5,530,52,13,32,5
Maine,2015,2.5634664682047466,14.884644008930785,1.6538493343256429,2.0673116679070533,11.246175473414372,1.075002067311668,0.7442322004465393,97.74490785645004,2.255092143549952,NA,NA,NA,NA,NA,75.55555555555556,22.794117647058822,32.25806451612903,11.11111111111111,41.935483870967744,29.03225806451613,NA,NA,NA,NA,NA,25,13,9,12372,12093,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,11913,180,31,104,10,20,13,0,9,NA
Maryland,2015,1.5060889022763457,15.233013468737898,2.4527733551357636,2.381054835979747,10.41352898145359,1.17618371415867,0.7458725992225713,99.1255758403003,0.8744241596997099,3.0724213606437454,109.1970121381886,9.523809523809524,63.743609909555644,8.636644046884639,68.36158192090396,14.46280991735537,55.23809523809524,16.101694915254235,78.0952380952381,49.523809523809526,2142,2339,1621,1481,140,166,82,52,70332,69717,615,388,12,1,0,67174,718,1092,128,204,725,68655,1062,105,620,58,171,82,0,52,0
Massachusetts,2015,2.550555656768082,17.573608755973485,0.7847863559286405,0.9949969869809548,15.807839455134046,2.1581624788037614,1.5275305856468182,99.11795755083898,0.8820424491610178,NA,NA,NA,NA,NA,89.95215311004785,16.134751773049647,69.78021978021978,4.4657097288676235,84.61538461538461,59.89010989010989,NA,NA,NA,NA,NA,71,154,109,71992,71357,635,NA,NA,NA,NA,NA,NA,NA,NA,NA,1127,70103,1254,182,945,127,56,154,0,109,NA
Michigan,2015,1.4812540079662564,11.443590415202724,5.021812368470967,0.9483638465637616,5.482446236801937,0.7767551505188905,0.4516018316970294,99.12085157432027,0.8791484256797285,NA,NA,NA,NA,NA,47.90844514601421,27.01812191103789,50,43.88318863456985,52.4390243902439,30.48780487804878,NA,NA,NA,NA,NA,105,86,50,111699,110717,982,NA,NA,NA,NA,NA,NA,NA,NA,NA,606,109450,1267,164,442,82,556,86,0,50,NA
Minnesota,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mississippi,2015,1.573521432447097,14.134563212154097,2.794357026587086,0.5697232772653282,10.797612588171459,1.3564839934888768,0.8410200759631036,98.56405594031607,1.435944059683932,2.4986435160065112,144.84256243213898,34.093376764386534,80.94660194174757,15.517241379310345,76.3915547024952,14.572864321608039,58.620689655172406,19.769673704414586,86.20689655172413,53.44827586206896,921,1334,1334,1127,207,21,50,31,37397,36860,537,709,0,18,0,35212,0,400,207,314,397,36339,521,58,339,34,103,50,0,31,0
Missouri,2015,1.620897521768252,15.284661754855994,4.849296718017415,1.058271935699933,9.390488948425988,1.2056262558606832,0.9243134628265238,98.00961058740121,1.9903894125987975,3.608841259209645,100.1855976243504,0,61.68951463505002,6.426426426426427,61.43733567046451,17.261055634807416,65.28925619834712,31.72655565293602,74.3801652892562,57.02479338842975,2694,2699,1665,1558,107,79,90,69,76166,74650,1516,5,0,0,0,71951,1034,1553,107,0,700,73509,1141,121,579,79,362,90,0,69,0
Montana,2015,1.8778576094056172,26.53494448073155,18.04376224689745,3.919007184846506,4.653821032005226,1.4696276943174396,0.8164598301763554,97.74940143655228,2.2505985634477255,8.564663618549966,131.83984747378457,2.9551954242135365,84.93635077793493,9.325562031640299,17.53846153846154,40.35087719298245,43.47826086956522,68,78.26086956521739,43.47826086956522,1049,1383,1201,1089,112,48,18,10,12530,12248,282,317,28,16,4,10834,182,756,80,31,56,11923,325,23,33,10,221,15,3,7,3
Nebraska,2015,2.187696985427713,5.969817197523081,0.8157514182950796,0.7045125885275687,4.486632800622938,1.4090251770551374,1.038229077830101,99.43954868920763,0.5604513107923749,3.322333049056324,107.25446428571428,7.03125,91.11328125,7.502679528403002,75.15527950310559,48.760330578512395,62.71186440677966,13.664596273291925,64.40677966101694,47.45762711864407,896,961,933,863,70,19,38,28,27121,26969,152,81,3,44,0,25945,28,738,67,63,120,26808,161,59,61,37,22,38,0,28,0
Nevada,2015,1.498170503327667,13.714022299691722,5.3012187040825145,1.6998473018525455,6.741767264974502,1.3253046760206286,1.0660059350600708,96.56141327027403,3.4385867297259702,2.4662191362470827,83.41121495327103,17.640186915887853,82.19653179190752,45.28832630098453,49.159663865546214,22.22222222222222,38.46153846153847,38.655462184873954,88.46153846153845,71.15384615384616,856,714,711,389,322,59,46,37,35945,34709,1236,3,5,0,1,33844,3,386,316,151,233,34233,476,52,181,20,184,46,0,37,0
New Hampshire,2015,2.4840606110789105,34.11443239215037,5.878943446220088,1.4904363666473461,26.827854599652234,2.0700505092324253,1.6560404073859403,98.01168641454309,1.9883135854569065,NA,NA,NA,NA,NA,78.64077669902912,9.25925925925926,60,17.233009708737864,83.33333333333334,66.66666666666666,NA,NA,NA,NA,NA,18,25,20,12322,12077,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,11665,412,30,293,18,71,25,0,20,NA
New Jersey,2015,1.1494023107983848,7.5760604485667455,3.1583576540199094,0.4497661216167593,3.977931475632671,0.8495582297205454,0.5397193459401111,99.21659625949505,0.7834037405049484,2.2938072202454722,97.69063180827887,12.766884531590414,77.55424063116371,9.613428280773144,52.5065963060686,28.894472361809044,53.04347826086957,41.68865435356201,73.91304347826086,46.95652173913044,2295,2242,1966,1777,189,45,85,54,100842,100052,790,205,20,15,0,97517,276,1557,169,293,397,99294,758,115,282,61,316,85,0,54,NA
New Mexico,2015,2.5413507925568575,18.17711922811854,8.227084769124742,0.8184011026878014,9.174707098552723,1.4645072363886975,0.5599586492074432,95.72424030016904,4.275759699830949,NA,NA,NA,NA,NA,50.4739336492891,27.699530516431924,59.32203389830508,45.26066350710901,57.6271186440678,22.033898305084744,NA,NA,NA,NA,NA,19,34,13,24253,23216,1037,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,22794,422,59,153,35,191,34,0,13,0
New York,2015,1.3234687900023865,11.512008852053546,7.680458223948276,0.26035451606604326,3.5755353539736605,1.1629168384283266,0.6942787095094487,96.79607531827136,3.2039246817286404,3.0413746718448285,399.0583535454416,0.7276358967042375,99.58959351914636,9.094818318641153,31.05917828872974,37.01456310679612,49.18032786885246,66.71692423671315,87.8688524590164,52.459016393442624,7009,27970,27906,25368,2538,60,268,160,238083,230455,7628,20699,304,0,9,202434,64,4669,2225,51,823,227802,2653,305,518,150,1770,268,0,160,0
North Carolina,2015,1.6590149393473994,6.890661059962713,2.053236311073514,0.895211031628052,3.950426662505441,1.2894324033541669,0.6981003457649948,99.16277781849871,0.837222181501299,2.547655614780016,96.5183752417795,4.513217279174726,84.93937460114869,13.786626596543952,57.33015494636472,41.995841995842,54.45544554455446,29.797377830750893,77.72277227722772,42.07920792079208,3102,2994,2662,2295,367,109,157,85,122787,121759,1028,22,2,5,3,118625,332,2268,362,140,480,120920,839,202,278,110,250,155,2,83,2
North Dakota,2015,1.1847405418213413,24.32667245873154,10.978595687544429,6.713529736987599,6.713529736987599,0.7108443250928046,0.31593081115235766,99.47360150848523,0.5263984915147706,10.528394281652318,102.47561890472619,0.3750937734433608,84.9744711889132,8.755364806866952,27.5974025974026,17.647058823529413,46.666666666666664,45.12987012987013,60,26.666666666666668,1333,1366,1165,1063,102,85,9,4,12728,12661,67,36,2,0,0,11290,201,1027,100,5,84,12353,308,15,69,7,139,8,1,3,1
Ohio,2015,1.475120127356906,27.048737384801882,6.711066321985132,2.5559012107669163,17.78907242693774,0.7448626385663585,0.4746673677138559,97.69144063806412,2.3085593619358797,2.9385561348931635,440.6809145129225,0,98.46613658151469,19.655231659126052,65.76673866090714,8.292282430213465,62.87128712871287,24.811015118790497,50.495049504950494,32.17821782178218,4024,17733,17461,14029,3432,350,102,65,140174,136938,3236,45,6,13440,218,119205,272,544,3208,0,2435,133234,3704,202,2233,127,919,102,0,65,NA
Oklahoma,2015,1.7346898998167855,18.691770942969633,12.064865707714498,4.736288153432348,1.9101079795735392,1.559271820060032,1.0525084785405217,99.26095031728835,0.7390496827116545,5.864811133200795,143.1704885343968,0,84.74930362116991,8.545603944124897,10.218978102189782,90.81632653061224,56.17977528089888,64.54640250260688,89.8876404494382,60.67415730337079,3009,4308,3651,3339,312,243,80,54,51688,51306,382,386,12,764,137,46998,657,2189,163,0,97,50347,959,89,8,50,619,43,37,28,26
Oregon,2015,2.718299503130501,30.859383703571666,4.1665738285688825,1.804772620930906,24.910318397540163,2.1835520598917135,1.4928366123749472,97.63318758293633,2.3668124170636733,NA,NA,NA,NA,NA,80.72202166064983,10.912343470483005,64.75409836065575,13.501805054151625,80.32786885245902,54.91803278688525,NA,NA,NA,NA,NA,81,98,67,45969,44881,1088,NA,NA,NA,NA,NA,NA,NA,NA,NA,1117,43496,1385,122,995,79,187,97,1,67,0
Pennsylvania,2015,1.2519816869897618,8.793504511578977,3.696679655667995,0.37781695879572696,4.726416072777918,0.6815521609648408,0.48893959373564666,96.31812538352861,3.6818746164713945,1.9031603277376914,91.66991047100039,8.71934604904632,73.05157037611477,31.528662420382165,53.74894692502106,26.489028213166144,60.35502958579882,42.03875315922493,54.437869822485204,39.053254437869825,2569,2355,1884,1290,594,51,92,66,140146,134986,5160,0,0,0,10,129639,471,1290,584,224,637,133799,1187,169,468,102,499,92,0,66,0
Rhode Island,2015,2.8877005347593583,21.497326203208555,2.7807486631016043,3.7433155080213902,15.080213903743315,2.6737967914438503,2.0320855614973263,80.93135981996018,19.068640180039818,3.8395721925133692,110.58495821727018,29.526462395543174,71.17296222664015,15.64245810055866,70.1492537313433,19.148936170212767,55.55555555555556,12.935323383084576,92.5925925925926,70.37037037037037,359,397,358,302,56,35,25,19,11553,9350,2203,125,14,5,0,8847,39,172,42,106,140,9149,201,27,113,15,26,25,0,19,NA
South Carolina,2015,1.985576472791983,13.056101901283132,6.069120539477381,0.5806874590240705,6.425025756298585,1.273766039149574,0.8054697012269364,97.49438427963548,2.5056157203645197,2.4332677718460243,101.00076982294073,19.24557351809084,67.5416133162612,18.009478672985782,49.21090387374462,30.903790087463555,72.64150943396226,46.48493543758967,64.15094339622641,40.56603773584906,1299,1312,1055,865,190,31,68,43,54757,53385,1372,30,13,189,31,51823,257,646,146,250,342,52688,697,106,236,77,324,68,0,43,NA
South Dakota,2015,2.3485204321277595,18.709879442617815,11.58603413183028,2.270236417723501,4.931892907468296,0.07828401440425865,0.07828401440425865,98.49641452694888,1.5035854730511218,5.667762642868326,111.32596685082873,4.41988950276243,77.68496420047732,7.987711213517665,26.359832635983267,47.61904761904761,80,61.92468619246861,3.3333333333333335,3.3333333333333335,724,806,651,599,52,29,1,1,12969,12774,195,109,5,0,0,11936,155,490,47,32,62,12535,239,30,32,24,148,1,0,1,0
Tennessee,2015,1.6009837929394295,47.55385918303421,12.680255693353596,3.062751603884126,31.822453217629388,0.9165052147986589,0,98.50410257582337,1.4958974241766279,NA,NA,NA,NA,NA,66.91876067333496,5.030987969376595,29.71014492753623,26.665040253720417,57.2463768115942,0,NA,NA,NA,NA,NA,264,79,0,87506,86197,1309,NA,NA,NA,NA,NA,NA,NA,NA,NA,2742,82098,4099,138,2604,41,1093,79,0,0,0
Texas,2015,1.2353288968840024,14.333337526574667,7.696275143723346,0.9459952448643276,5.693583082787164,0,0,98.66058020011866,1.3394197998813486,2.925540613638937,106.25214998280015,0.4471964224286206,64.72152816958169,16.43835616438356,39.72266104967527,21.696862571807333,57.63747454175153,53.69492715464279,0,0,11628,12355,8030,6710,1320,376,0,0,402861,397465,5396,672,41,66,0,385058,4325,5972,1279,52,2262,391768,5697,491,1771,283,3059,0,0,0,0
Utah,2015,1.9111137112658205,9.614072037286219,1.170069619142339,0.8580510540377152,7.605452524425203,1.4430858636088848,1.092064977866183,99.08219654519458,0.9178034548054257,3.859279627137815,111.72309247094492,3.031834259727135,93.43901365037428,16.211121583411874,79.10750507099391,25.128205128205128,77.55102040816327,12.170385395537526,75.51020408163265,57.14285714285714,1979,2211,2122,1778,344,44,74,56,51754,51279,475,107,110,72,3,49008,89,1599,231,60,389,50786,493,98,291,76,60,74,0,56,NA
Vermont,2015,1.5817223198594024,5.0966608084358525,0,0.5272407732864676,4.745166959578207,1.40597539543058,1.2302284710017575,99.47552447552448,0.5244755244755245,4.235500878734622,172.19917012448133,0,98.79518072289156,6.341463414634147,93.10344827586206,33.33333333333333,88.88888888888889,0,88.88888888888889,77.77777777777779,241,415,410,384,26,3,8,7,5720,5690,30,172,2,0,0,5277,5,212,24,0,26,5661,29,9,17,8,0,8,0,7,0
Virginia,2015,1.665868645758519,12.638656132790679,4.309312903998085,0.4788125448886761,7.860505945255766,1.0075013965365893,0.5885404197589976,99.13079592987036,0.8692040701296389,4.104820046285212,115.3341433778858,14.459295261239369,79.94757536041939,4.590163934426229,62.194159431728494,21.19289340101523,58.08383233532935,34.096290449881614,60.47904191616767,35.32934131736527,4115,4746,4270,4074,196,48,101,59,101127,100248,879,263,5,878,80,94907,476,2933,111,595,787,98981,1267,167,620,97,432,90,11,55,4
Washington,2015,1.8971332209106238,11.265692336518644,3.770845044032228,1.3350196739741427,6.171538317406783,1.1710698894510025,0.7611954281431516,96.02159001461824,3.978409985381761,4.966507401161701,137.39684036783777,4.291440697948597,91.47944749542353,8.186283427323996,54.781704781704775,30.740037950664135,55.55555555555556,33.471933471933475,61.72839506172839,40.123456790123456,4241,5827,5497,5047,450,114,100,65,88930,85392,3538,1657,111,0,0,79383,330,3390,339,182,526,84430,962,162,364,90,322,100,0,65,NA
West Virginia,2015,0.7830853563038371,35.854122385054254,32.16243427676474,1.006824029533505,2.7407987470634296,0.4474773464593355,0.22373867322966776,87.5685736677116,12.431426332288401,2.44434500503412,117.3913043478261,NA,38.59649122807017,8.080808080808081,7.644305772230889,28.57142857142857,NA,89.70358814352574,57.14285714285714,28.57142857142857,437,513,198,182,16,18,8,4,20416,17878,2538,70,6,NA,NA,17055,315,112,10,NA,48,17237,641,14,34,NA,575,8,0,4,NA
Wisconsin,2015,2.158842130868402,8.179275115543662,0.8969837022622232,1.0642179518365362,6.233276575042568,1.3530771101921673,0.7753587934809049,99.13489073097212,0.8651092690278824,NA,NA,NA,NA,NA,76.2081784386617,34.63414634146341,48.59154929577465,10.966542750929369,62.676056338028175,35.91549295774648,NA,NA,NA,NA,NA,70,89,51,66350,65776,574,NA,NA,NA,NA,NA,NA,NA,NA,NA,409,65238,538,142,267,69,59,89,0,51,NA
Wyoming,2015,2.706167212647771,6.694203104970802,0,0.7121492664862555,6.124483691781798,1.9940179461615153,1.2818686796752599,98.77602701181767,1.2239729881823298,3.988035892323031,95,5.357142857142857,92.88256227758008,10.344827586206897,91.48936170212765,44.18604651162791,84.21052631578947,0,73.68421052631578,47.368421052631575,280,266,261,234,27,5,14,9,7108,7021,87,0,0,0,1,6740,5,234,26,15,42,6974,47,19,23,16,0,14,0,9,0
US,2015,1.6970307493963448,17.11730270634519,4.7749735118842205,1.9451839573956242,10.397408669345596,1.1069424416273583,0.728390254902343,98.16960706730595,1.8303929326940482,2.53814367701938,145.64344206997478,8.091417658719863,84.86045286993155,12.712316125285408,60.742097325248544,16.32167017152702,58.27382800372555,27.895595432300162,65.22819000310463,42.92145296491773,96349,140326,125697,109718,15979,7384,4202,2765,3866820,3796042,70778,28197,979,20021,2576,2701670,14629,61500,12424,7796,39468,3731064,64978,6442,33026,3754,18126,4070,132,2699,66
State average,2015,1.8583288547363244,18.954550534095855,5.918719585093281,2.4044969749509355,10.668275509865328,1.21116748298982,0.7882462479536202,97.63307551875118,2.3669244812488155,3.947006112520345,132.85142444359113,11.06557928961941,77.9817726027074,12.855047620659054,58.58563187562306,28.85640278594664,56.620008353635725,30.566025659123447,64.5864267682917,41.14778008839812,2638.472222222222,3849.3888888888887,3447.75,3027.75,420,144.9387755102041,85.26530612244898,56.12244897959184,78107.95918367348,76686.85714285714,1421.1020408163265,795.4571428571429,28.264705882352942,588.2352941176471,77.27272727272727,74029.69444444444,401.6388888888889,1698.8333333333333,331.6857142857143,221.68571428571428,797.0612244897959,75382.57142857143,1304.2857142857142,130.77551020408163,666.2857142857143,77.89583333333333,362.2857142857143,82.65306122448979,2.6122448979591835,55.9375,2.4074074074074074
State median,2015,1.7208889442618867,14.884644008930785,4.199475065616798,1.1188956354766724,6.741767264974502,1.2056262558606832,0.7458725992225713,98.77602701181767,1.2239729881823298,3.724206725861507,109.1970121381886,5.409427284427284,81.29110840438489,9.613428280773144,63.869863013698634,25.128205128205128,57.86065343854044,25.745454545454542,64.40677966101694,42.07920792079208,1838,2118,1643,1385.5,165.5,60,65,37,51754,51306,840,109,7.5,13,1,48003,264.5,1059.5,128,63,397,50786,758,90,293,50,221,52,0,37,0
State SD,2015,0.6266697577823165,11.931076072750095,6.437334151507137,5.331316713769005,9.20156981906023,0.5687962252007525,0.46522387937775506,3.2071655056368584,3.207165505636858,1.8977033263646843,79.23099930571883,15.871896147166794,16.53320157296823,9.232240789072117,24.636312581521203,19.295336214875075,15.31246737539833,22.46936462469141,22.311002061107008,18.80862173119333,3033.4428388135498,5636.099006926069,5471.988687201129,4882.7240018837265,754.6737421845662,312.15236718650084,138.286655103057,102.66686268644597,93181.83077567554,92056.35508367507,1782.2353735886707,3477.0392437418664,57.43840380554682,2314.5899703484824,328.8469697981943,98689.8860387048,720.8449467823073,2204.2675557070784,649.0512882584211,426.8879706618568,1228.9244180746578,91018.46052884913,1588.2276547565004,170.4137447149,1165.9562241639549,111.74538680245912,511.35485884722624,138.39625341454757,8.028118102775322,103.56237841708858,5.766343056974
Alabama,2016,2.3100772052118588,48.32924679324809,7.092342296703074,31.226569940626966,10.03059839105149,0.9321364161381183,0.6079150540031206,82.51099332876322,17.48900667123677,7.4895134653184465,1156.060606060606,0.08116883116883117,99.09433432402706,4.718496126960136,20.754716981132077,23.03030303030303,42.10526315789473,14.675052410901468,40.35087719298245,26.31578947368421,3696,42728,42344,40346,1998,1541,46,30,59809,49349,10460,29077,1283,8048,627,6618,384,3221,88,3,494,46964,2385,114,380,48,350,46,0,30,0
Alaska,2016,1.7758669034489203,12.618001682400225,3.5517338068978406,1.5889335451911393,7.570801009440134,1.1216001495466865,0.5608000747733433,96.3006300630063,3.6993699369936994,NA,NA,NA,NA,NA,60,23.456790123456788,78.94736842105263,28.14814814814815,63.1578947368421,31.57894736842105,NA,NA,NA,NA,NA,17,12,6,11110,10699,411,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,10564,135,19,61,15,38,12,0,6,NA
Arizona,2016,2.4008042102773346,10.230027792561055,3.6899059783572823,0.9816096032168411,5.5703388327124355,1.1590089290994026,0.9224764945893206,98.68467122616185,1.3153287738381456,4.197268050381409,102.67681036911807,5.776275007044237,87.16549753182645,11.058122205663189,54.45086705202312,43.09978768577495,67.48768472906403,36.06936416184971,48.275862068965516,38.42364532019704,3549,3644,3355,2984,371,83,98,78,85682,84555,1127,256,41,0,3,80706,289,2728,327,205,470,83690,865,203,267,137,312,98,0,78,0
Arkansas,2016,1.1820006047444955,11.792517661288107,6.844608153055335,2.6938618433711756,2.281536051018445,1.127023832430798,1.0720470601171006,98.54801571177029,1.451984288229717,1.1792517661288107,113.05361305361305,0,100,0,19.34731934731935,51.80722891566265,44.18604651162791,58.04195804195804,95.34883720930233,90.69767441860465,429,485,485,485,0,98,41,39,36915,36379,536,56,0,0,0,35950,0,429,0,0,82,35950,429,43,39,19,249,6,35,4,35
California,2016,2.133761615234599,5.990384515106323,0.36501298403328913,1.3286472618811727,4.298810057672052,1.787520727523022,1.3870493393264989,99.571545468517,0.42845453148299684,2.9192695568742373,98.67819376964847,1.3575307230637326,92.07913720448539,13.675147378219052,71.76183844011142,49.63609898107715,67.25317693059628,6.093314763231198,83.77321603128055,65.00488758553274,13996,13811,12892,11129,1763,637,857,665,481498,479435,2063,5,NA,NA,NA,465434,919,11124,1763,190,2060,476563,2872,1023,1037,688,175,857,0,665,NA
Colorado,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut,2016,2.208099956915123,12.925463162429988,1.7503231365790608,0.4308487720809996,10.771219302024988,1.3464024127531236,0.9424816889271865,99.14037054834748,0.8596294516525174,NA,NA,NA,NA,NA,83.33333333333334,20.5,70.73170731707317,13.541666666666666,60.97560975609756,42.68292682926829,NA,NA,NA,NA,NA,16,50,35,37458,37136,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,399,36656,480,82,317,58,65,50,0,35,NA
Delaware,2016,1.5360983102918586,14.638113309840065,10.752688172043012,0,3.9757838619318697,1.5360983102918586,0,96.95137976346912,3.0486202365308803,0,NA,NA,NA,NA,27.160493827160494,38.63636363636363,NA,73.4567901234568,100,0,0,0,0,0,0,0,17,0,11415,11067,348,0,0,0,0,NA,NA,0,0,0,43,10905,162,17,26,NA,119,17,0,NA,NA
District of Columbia,2016,0.6881786205841871,45.9550389967885,41.06132436152317,0.8411072029362288,4.129071723505123,0,0,97.33551652277464,2.6644834772253647,7.149411224957945,121.28342245989305,NA,51.587301587301596,8.88888888888889,8.985024958402663,16.666666666666664,55.55555555555556,89.35108153078203,0,0,935,1134,585,533,52,11,0,0,13436,13078,358,185,8,6,0,11944,549,342,44,NA,53,12477,601,9,44,5,537,0,0,NA,NA
Florida,2016,1.3142469868483717,42.77484705278969,3.1001575264681103,1.5065758141920358,38.17269296992343,0.8837967542220757,0.5907242554126827,97.04823614110872,2.9517638588912885,NA,NA,NA,NA,NA,89.24098062305963,3.442898272552783,54.00696864111498,7.247618028048389,67.24738675958189,44.94773519163763,NA,NA,NA,NA,NA,329,193,129,225018,218376,6642,NA,NA,NA,NA,NA,NA,NA,NA,NA,8335,209035,9341,287,8048,155,677,193,0,129,NA
Georgia,2016,1.7170030779456098,12.193095590387948,4.320201292895405,1.3451176186670675,6.535689135405869,1.2976428791847003,0.7121210922355063,97.89088036187319,2.1091196381268107,NA,NA,NA,NA,NA,53.6015574302401,26.27118644067797,68.66359447004609,35.4315379623621,75.57603686635944,41.474654377880185,NA,NA,NA,NA,NA,170,164,90,129106,126383,2723,NA,NA,NA,NA,NA,NA,NA,NA,NA,825,124842,1541,217,608,149,546,121,43,72,18
Hawaii,2016,3.979597556190796,9.24836051790819,1.0649627263045793,1.1210133961100834,7.11843506529903,2.1859761224146625,1.4012667451376044,99.14420672409003,0.8557932759099749,3.48635166190236,119.29260450160773,11.736334405144696,87.73006134969326,9.090909090909092,76.96969696969697,55.90551181102362,77.46478873239437,11.515151515151516,54.929577464788736,35.2112676056338,622,742,715,650,65,20,39,25,17995,17841,154,176,3,13,1,17026,27,461,61,73,126,17676,165,71,55,55,19,39,0,25,NA
Idaho,2016,1.4191540010986998,21.79088079106391,6.9584325215162055,1.1444790331441128,13.733748397729354,1.0071415491668192,0.7782457425379967,99.38577733290869,0.6142226670913145,2.6735030214246476,97.43150684931507,46.4041095890411,50.595238095238095,14.352941176470587,63.02521008403361,10.333333333333334,74.19354838709677,31.932773109243694,70.96774193548387,54.83870967741935,584,569,425,364,61,25,22,17,21979,21844,135,87,22,136,11,21004,144,141,28,271,299,21368,476,31,268,23,152,22,0,17,0
