State,Year,HLp,EIr,LTF,PerD,PerDHL,PerEI,PerEI6,PerHL3,PerLTF,NPIS,PerNPIS,PerNPOS,PerTNscr,PerOPS,Dr,LTFr,NPr,CLEARr,PerReDirDiag,ReferOP,PerReferOP,EI,EI6,NPOS,OPS,POS,PerTscr,Tscr,Birth,HL,Tdiag,TotPas,NoInPaOut,NoInReOut,PaInNoOut,PaInPaOut,PaInReOut,ReInNoOut,ReInPaOut,ReInReOut,ReInStDia,ToEnrEINPC,ToEnrEI6NPC,ToEnrEIPC,ToEnrEI6PC,HL3,TotNoPas,TNscr,NHL
State average,2007,1.3887858982894956,0.8269223265410067,666.6904761904761,41.95641818487814,31.797062882880404,57.02577883772851,35.01628916259216,49.590488728232835,47.034703953537914,NA,NA,NA,NA,NA,8.490112471255728,10.838043600671986,21.912057794978836,2.613959238094919,NA,NA,NA,49.68292682926829,30.121951219512194,NA,NA,NA,96.91083002989929,74250.17777777778,76542.82222222222,81.45238095238095,611.452380952381,70480.88636363637,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.195121951219512,4.512195121951219,43.48780487804878,25.609756097560975,41.69047619047619,1481.6363636363637,NA,530
State median,2007,1.3377412150586494,0.6834977999914562,458,36.47169394073419,28.677621283255085,62.745098039215684,36.84210526315789,49.72378367900756,56.81783317353788,NA,NA,NA,NA,NA,4.877271314190294,9.632578418320897,19.17531833214299,1.5015653835081593,NA,NA,NA,36,25,NA,NA,NA,97.92270531400966,57619,58184,68,290,54905.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,36,21,38,1132.5,NA,185
State SD,2007,0.6738053511072262,0.6607342561918618,908.4253996539029,27.657963762928613,24.779903020067945,31.75855807627525,25.146243569335105,21.664312282100077,29.07367117880678,NA,NA,NA,NA,NA,8.110030823566495,8.683474593100035,12.245607515044172,3.248681294469592,NA,NA,NA,48.068929166557396,31.27154866803947,NA,NA,NA,2.5033452219787913,72856.05985038048,74431.42566339743,59.65437132836992,864.61397568245,70780.5034278396,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.198977977648818,11.927116062191045,43.47535045932322,26.711306640428962,36.42398572854264,1516.3695489159272,NA,842.085882880328
Alabama,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.92997741206841,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.91073708098908,55782,63453,NA,NA,51156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4626,NA,NA
Alaska,2008,1.7740429505135387,0.5602240896358543,154,20.535714285714285,41.30434782608695,31.57894736842105,5.263157894736842,36.84210526315789,68.75,NA,NA,NA,NA,NA,4.295051353874884,14.37908496732026,20.915032679738562,2.2408963585434174,NA,NA,NA,6,1,NA,NA,NA,94.82071713147411,10710,11295,19,46,10486,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6,1,7,224,NA,27
Arizona,2008,1.409788838150112,1.2871985043979282,810,26.53985507246377,47.098976109215016,91.30434782608695,65.94202898550725,51.449275362318836,73.36956521739131,NA,NA,NA,NA,NA,2.993247315782484,8.274847528272396,11.278310705200896,0.010215861146015304,NA,NA,NA,126,91,NA,NA,NA,97.8009351770442,97887,100088,138,293,96783,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,38,79,53,71,1104,NA,155
Arkansas,2008,0.856297680211739,0.5708651201411593,559,10.078387458006718,36.666666666666664,66.66666666666666,66.66666666666666,42.42424242424242,62.597984322508395,NA,NA,NA,NA,NA,2.335357309668379,14.505163734495822,23.171934194820697,6.331413150656495,NA,NA,NA,22,22,NA,NA,NA,97.5102474571125,38538,39522,33,90,37645,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,22,22,14,893,NA,57
California,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colorado,2008,1.6551094369774277,0.8560910880917729,725,18.81298992161254,69.04761904761905,51.724137931034484,43.96551724137931,81.89655172413794,81.18701007838746,NA,NA,NA,NA,NA,2.3970550466569644,10.344433981108923,12.741489027765889,0,NA,NA,NA,60,51,NA,NA,NA,99.37188957733699,70086,70529,116,168,69193,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,60,51,95,893,NA,52
Connecticut,2008,1.5963455965420696,1.1788398251387593,87,77.56410256410257,17.90633608815427,73.84615384615385,47.69230769230769,53.84615384615385,18.58974358974359,NA,NA,NA,NA,NA,8.914976177611868,2.1366471830640013,11.493688295102903,0.4420649344270347,NA,NA,NA,48,31,NA,NA,NA,99.48204251160519,40718,40930,65,363,40250,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,48,31,35,468,NA,298
